      fo_v2	      Io_v2	      Eo_v2
  1.2265555e+004  9.9719317e-035  7.4811697e+003
  1.2285453e+004  1.4848388e-025  3.8294185e+003
  1.2291859e+004  2.6030307e-028  5.3872275e+003
  1.2293633e+004  1.3028046e-028  5.3840234e+003
  1.2300159e+004  1.3736601e-028  5.3743269e+003
  1.2303967e+004  1.2746158e-034  7.3877915e+003
  1.2317017e+004  3.1855124e-028  5.3585726e+003
  1.2325467e+004  1.6488430e-028  5.3355491e+003
  1.2345371e+004  1.8762007e-028  5.3063369e+003
  1.2357191e+004  7.8791487e-033  6.5304356e+003
  1.2361957e+004  7.1941468e-027  4.4207604e+003
  1.2370333e+004  4.3760200e-028  5.2704738e+003
  1.2379581e+004  3.1789178e-035  7.5676108e+003
  1.2391116e+004  5.4147611e-031  5.5991915e+003
  1.2401274e+004  2.6138418e-028  5.2278630e+003
  1.2402299e+004  1.5913998e-027  4.5792143e+003
  1.2407575e+004  4.8862907e-029  4.7421837e+003
  1.2408352e+004  1.6284683e-034  7.4811477e+003
  1.2430521e+004  7.0938058e-032  6.0115714e+003
  1.2430869e+004  1.8913822e-033  6.7581270e+003
  1.2438690e+004  3.1972699e-028  5.1783832e+003
  1.2454508e+004  7.6186724e-028  4.5721510e+003
  1.2480250e+004  2.0843915e-035  7.6473426e+003
  1.2483669e+004  8.0071746e-028  5.1218906e+003
  1.2491316e+004  1.0110655e-026  4.3240236e+003
  1.2492361e+004  9.2550612e-033  6.6481864e+003
  1.2497257e+004  1.4193166e-030  5.3765096e+003
  1.2500542e+004  5.3503143e-035  7.5675943e+003
  1.2511929e+004  4.0121697e-028  4.6929593e+003
  1.2512434e+004  1.0565238e-025  3.7117596e+003
  1.2515889e+004  5.8288019e-025  3.2055745e+003
  1.2526216e+004  2.1836312e-027  4.7119835e+003
  1.2537448e+004  5.9893445e-031  5.7457642e+003
  1.2537559e+004  5.1330949e-028  5.0582137e+003
  1.2569773e+004  2.8150058e-035  7.7205406e+003
  1.2581907e+004  3.6172564e-035  7.6473301e+003
  1.2584779e+004  1.1446674e-033  6.8604320e+003
  1.2597061e+004  2.0949772e-029  4.5741867e+003
  1.2602104e+004  6.7387493e-028  4.9871501e+003
  1.2608206e+004  7.4452502e-028  4.8358312e+003
  1.2618221e+004  2.7930538e-033  6.7580684e+003
  1.2619872e+004  3.9055239e-029  5.7972395e+003
  1.2620846e+004  1.9709667e-029  5.7940946e+003
  1.2623730e+004  2.0501201e-029  5.7846161e+003
  1.2628629e+004  4.8817923e-029  5.7694235e+003
  1.2633792e+004  2.4721755e-029  5.7466829e+003
  1.2641358e+004  2.8201960e-029  5.7181338e+003
  1.2641726e+004  4.1474322e-028  4.2629059e+003
  1.2649874e+004  9.8057157e-036  7.7873602e+003
  1.2650360e+004  6.5883900e-029  5.6831045e+003
  1.2650606e+004  2.9012109e-026  4.2183616e+003
  1.2653748e+004  8.2201416e-032  6.1314978e+003
  1.2654118e+004  5.0301310e-035  7.7205306e+003
  1.2660094e+004  5.1071580e-028  4.9510696e+003
  1.2660296e+004  3.9371258e-029  5.6415254e+003
  1.2669601e+004  3.2402558e-029  4.7563356e+003
  1.2670996e+004  4.8114868e-029  5.5932939e+003
  1.2679553e+004  1.8129227e-027  4.9084597e+003
  1.2682007e+004  1.2016536e-028  5.5383019e+003
  1.2682249e+004  1.6841443e-031  5.8830140e+003
  1.2690490e+004  7.0987078e-028  5.0579890e+003
  1.2692542e+004  7.6644200e-029  5.4764223e+003
  1.2701743e+004  9.9880176e-029  5.4075109e+003
  1.2705721e+004  2.5088766e-028  5.1568575e+003
  1.2708360e+004  2.6593733e-028  5.3314047e+003
  1.2710498e+004  1.8079204e-028  5.2479213e+003
  1.2718719e+004  1.7991994e-035  7.7873519e+003
  1.2718786e+004  1.4216062e-033  6.9554474e+003
  1.2721623e+004  7.0530879e-036  7.8479396e+003
  1.2733961e+004  1.7329231e-033  6.8603880e+003
  1.2734151e+004  1.1367875e-027  4.7312913e+003
  1.2754076e+004  2.0029924e-029  5.7915930e+003
  1.2760221e+004  2.1187480e-029  5.7820537e+003
  1.2762678e+004  4.1887004e-029  5.7656846e+003
  1.2772929e+004  9.9558718e-030  4.9269138e+003
  1.2773070e+004  1.2490485e-027  4.8218576e+003
  1.2776815e+004  1.3236687e-035  7.8479323e+003
  1.2783531e+004  2.5449503e-029  5.7438701e+003
  1.2785482e+004  1.0490092e-035  7.9024007e+003
  1.2790333e+004  8.1729586e-031  5.5072905e+003
  1.2796575e+004  1.4831303e-025  3.5836309e+003
  1.2802053e+004  2.9092383e-029  5.7151170e+003
  1.2804762e+004  1.4437078e-029  4.8847351e+003
  1.2821605e+004  9.6800878e-032  6.0114143e+003
  1.2825321e+004  6.8136418e-029  5.6798235e+003
  1.2829016e+004  2.0029924e-035  7.9023943e+003
  1.2835695e+004  4.5350209e-034  7.0434082e+003
  1.2839260e+004  2.2114611e-033  6.9554140e+003
  1.2845326e+004  2.4348897e-032  6.2433751e+003
  1.2847508e+004  2.8805757e-027  3.7991428e+003
  1.2848191e+004  2.1163101e-026  4.1032468e+003
  1.2853665e+004  4.0858206e-029  5.6378967e+003
  1.2875681e+004  7.7907505e-036  7.9508452e+003
  1.2886631e+004  1.7639217e-027  4.7270058e+003
  1.2887983e+004  5.0150965e-029  5.5892241e+003
  1.2896049e+004  5.7369266e-030  5.0866622e+003
  1.2916738e+004  6.2284402e-036  7.9933796e+003
  1.2924074e+004  1.1799926e-024  3.0627253e+003
  1.2928670e+004  3.8938507e-028  4.8806013e+003
  1.2928982e+004  1.2594453e-028  5.5336703e+003
  1.2934179e+004  7.2556997e-034  7.0433827e+003
  1.2937694e+004  1.8701623e-028  4.8699521e+003
  1.2938192e+004  2.9770032e-034  7.1245220e+003
  1.2951872e+004  4.7926895e-029  4.9943794e+003
  1.2953693e+004  1.1399329e-031  6.1313837e+003
  1.2955687e+004  1.0230086e-035  8.0300282e+003
  1.2977804e+004  8.0905733e-029  5.4710759e+003
  1.3010533e+004  1.4776763e-032  6.3475219e+003
  1.3015997e+004  7.2640579e-036  8.1081209e+003
  1.3019519e+004  4.8986826e-034  7.1245024e+003
  1.3025225e+004  1.3796829e-026  3.3512054e+003
  1.3025627e+004  5.1012816e-027  4.6235008e+003
  1.3028637e+004  4.0251243e-034  7.1989723e+003
  1.3029659e+004  6.5144731e-030  5.2362322e+003
  1.3035883e+004  1.0640923e-028  5.4012525e+003
  1.3037122e+004  9.5582701e-031  5.6294470e+003
  1.3059882e+004  2.5886855e-028  5.0204446e+003
  1.3077522e+004  3.4449212e-032  6.2432907e+003
  1.3089964e+004  1.2989107e-028  4.4082040e+003
  1.3094971e+004  3.1108516e-026  3.9780442e+003
  1.3096150e+004  6.8073691e-034  7.1989570e+003
  1.3105086e+004  2.8666805e-028  5.3239779e+003
  1.3107283e+004  2.7770219e-030  6.2170234e+003
  1.3108842e+004  1.4033930e-034  7.2669217e+003
  1.3110510e+004  2.8918735e-030  6.2076888e+003
  1.3113339e+004  5.5370609e-030  6.1914004e+003
  1.3121993e+004  3.4960634e-030  6.1702833e+003
  1.3130823e+004  4.0158668e-030  6.1421468e+003
  1.3133518e+004  8.4953113e-030  5.0179871e+003
  1.3141238e+004  9.4379853e-030  6.1076299e+003
  1.3144937e+004  3.4243591e-028  5.1511703e+003
  1.3153390e+004  5.6725626e-030  6.0666488e+003
  1.3153548e+004  3.9145270e-025  3.4442149e+003
  1.3153548e+004  1.8402605e-032  6.4442184e+003
  1.3165054e+004  2.4332083e-034  7.2669097e+003
  1.3166118e+004  1.8602842e-030  5.3761986e+003
  1.3166703e+004  6.9691417e-030  6.0191209e+003
  1.3180016e+004  1.0103673e-034  7.3285146e+003
  1.3180938e+004  1.7485550e-029  5.9649357e+003
  1.3187963e+004  1.9786970e-028  5.2389892e+003
  1.3192403e+004  2.1378602e-032  6.3474584e+003
  1.3195593e+004  1.1199001e-029  5.9039697e+003
  1.3197130e+004  1.1412461e-028  5.2731097e+003
  1.3197185e+004  3.7703294e-027  4.5108594e+003
  1.3208425e+004  5.5472699e-030  6.2181939e+003
  1.3210071e+004  1.4651406e-029  5.8360828e+003
  1.3210071e+004  2.7949838e-030  6.2150806e+003
  1.3215898e+004  2.9715244e-030  6.2056975e+003
  1.3223425e+004  3.9163302e-029  5.7611165e+003
  1.3226049e+004  7.7157704e-029  5.3865743e+003
  1.3226905e+004  1.7901083e-034  7.3285049e+003
  1.3232803e+004  7.2473510e-030  6.1906692e+003
  1.3234032e+004  2.6734945e-029  5.6788925e+003
  1.3237488e+004  3.5742037e-030  6.1681006e+003
  1.3237724e+004  2.0600573e-028  4.2513963e+003
  1.3238651e+004  1.0621340e-028  5.4918531e+003
  1.3240044e+004  3.7288876e-029  5.5892116e+003
  1.3240460e+004  1.3479671e-028  5.0365820e+003
  1.3242943e+004  1.5030703e-034  7.3838788e+003
  1.3246865e+004  2.8502260e-031  5.7433600e+003
  1.3254853e+004  4.1103547e-030  6.1398041e+003
  1.3276382e+004  9.6823170e-030  6.1050751e+003
  1.3277781e+004  5.8854449e-033  6.5337109e+003
  1.3282146e+004  2.7100624e-034  7.3838705e+003
  1.3287899e+004  2.8001371e-028  5.1459750e+003
  1.3297892e+004  5.7780234e-035  7.4331264e+003
  1.3297941e+004  2.7282194e-032  6.4441699e+003
  1.3300257e+004  1.0788953e-030  5.5070679e+003
  1.3302878e+004  5.8314868e-030  6.0638274e+003
  1.3315659e+004  8.2790270e-029  4.4257895e+003
  1.3330970e+004  1.0553082e-034  7.4331196e+003
  1.3334533e+004  7.1875238e-030  6.0159537e+003
  1.3345461e+004  4.5928186e-035  7.4763560e+003
  1.3351829e+004  1.0087401e-027  3.9472146e+003
  1.3372208e+004  1.8112537e-029  5.9613273e+003
  1.3373557e+004  8.4523855e-035  7.4763501e+003
  1.3384915e+004  1.0754229e-029  5.3072858e+003
  1.3386171e+004  3.8715003e-033  6.6162166e+003
  1.3387370e+004  7.5488239e-035  7.5136166e+003
  1.3394138e+004  8.9490987e-033  6.5336733e+003
  1.3405080e+004  9.0423080e-026  3.8419929e+003
  1.3408003e+004  1.0078115e-029  5.1423954e+003
  1.3408176e+004  1.3943741e-034  7.5136804e+003
  1.3409349e+004  8.1279177e-028  5.0445653e+003
  1.3410673e+004  5.6738689e-027  4.3884998e+003
  1.3412205e+004  8.6194449e-029  5.1789467e+003
  1.3416781e+004  1.1664854e-029  5.8997994e+003
  1.3419854e+004  5.2769053e-029  4.5889439e+003
  1.3420149e+004  3.2061165e-035  7.5450796e+003
  1.3426420e+004  1.7389188e-031  5.8493645e+003
  1.3429076e+004  1.2775541e-030  5.6292852e+003
  1.3440600e+004  5.9003707e-035  7.5450752e+003
  1.3448349e+004  2.8175997e-035  7.5706772e+003
  1.3449500e+004  1.7843469e-028  5.1931813e+003
  1.3459446e+004  7.9100512e-029  4.5439511e+003
  1.3465812e+004  5.1378249e-035  7.5706734e+003
  1.3468465e+004  4.6108320e-035  7.5925388e+003
  1.3469412e+004  1.5366653e-029  5.8311954e+003
  1.3481263e+004  5.2466162e-033  6.6919274e+003
  1.3481362e+004  6.0405891e-033  6.6161871e+003
  1.3485825e+004  2.3306620e-035  7.6049688e+003
  1.3491621e+004  8.8202175e-035  7.5888163e+003
  1.3495912e+004  2.2206458e-035  7.6134243e+003
  1.3496806e+004  4.3329063e-035  7.6049655e+003
  1.3499207e+004  4.3931830e-035  7.6162478e+003
  1.3505529e+004  4.1046799e-035  7.6134214e+003
  1.3531616e+004  4.1445683e-029  5.7553094e+003
  1.3538845e+004  6.2962113e-029  4.7415740e+003
  1.3550906e+004  3.8723918e-031  5.7432404e+003
  1.3558520e+004  6.0461553e-028  4.9343193e+003
  1.3560185e+004  8.3903349e-033  6.6919041e+003
  1.3565004e+004  1.8330710e-033  6.7610136e+003
  1.3580923e+004  2.1740989e-031  5.9477544e+003
  1.3582555e+004  6.9499119e-031  6.6587779e+003
  1.3583587e+004  3.5381749e-031  6.6557218e+003
  1.3586999e+004  3.6870523e-031  6.6465330e+003
  1.3588417e+004  5.7369266e-029  5.3401125e+003
  1.3590078e+004  6.4058873e-027  3.5020704e+003
  1.3595739e+004  9.4619206e-031  6.6320691e+003
  1.3599242e+004  4.4686804e-031  6.6096565e+003
  1.3603086e+004  2.0595830e-025  3.2925499e+003
  1.3605481e+004  2.8620637e-029  5.6718982e+003
  1.3608982e+004  5.1782057e-031  6.5819379e+003
  1.3620889e+004  1.2270981e-030  6.5479273e+003
  1.3631203e+004  2.9997102e-033  6.7609950e+003
  1.3634423e+004  7.4247066e-031  6.5075624e+003
  1.3638769e+004  1.3218412e-033  6.8236259e+003
  1.3639283e+004  3.0365420e-030  5.2583610e+003
  1.3649786e+004  9.1786603e-031  6.4607458e+003
  1.3661243e+004  3.5202969e-031  6.6542360e+003
  1.3664776e+004  2.4081265e-031  5.8492745e+003
  1.3664802e+004  1.8474781e-029  4.8843037e+003
  1.3666234e+004  6.8529774e-031  6.6288143e+003
  1.3666648e+004  2.3156840e-030  6.4073765e+003
  1.3666838e+004  3.7772810e-031  6.6450078e+003
  1.3676674e+004  3.6768787e-029  5.4777253e+003
  1.3678399e+004  1.7241669e-026  4.2557204e+003
  1.3684583e+004  1.4899761e-030  6.3473350e+003
  1.3686843e+004  4.5412906e-031  6.6079859e+003
  1.3693828e+004  4.0530251e-029  5.5806740e+003
  1.3694900e+004  2.2073912e-033  6.8236107e+003
  1.3703233e+004  1.9564975e-030  6.2804858e+003
  1.3703357e+004  5.2659811e-031  6.5801432e+003
  1.3703450e+004  1.9686989e-033  6.8798975e+003
  1.3714529e+004  6.9787766e-032  6.0387882e+003
  1.3721978e+004  5.2454083e-030  6.2066749e+003
  1.3723716e+004  1.2484734e-030  6.5459744e+003
  1.3729199e+004  4.7575055e-029  5.6063625e+003
  1.3739647e+004  3.5915283e-030  6.1257282e+003
  1.3740022e+004  2.9935002e-029  5.3529728e+003
  1.3742596e+004  9.2082965e-028  4.8147069e+003
  1.3748313e+004  7.5749417e-031  6.5053992e+003
  1.3751605e+004  3.3441003e-033  6.8798851e+003
  1.3754614e+004  5.0231864e-030  6.0374505e+003
  1.3756664e+004  1.5641532e-029  5.7263550e+003
  1.3759746e+004  7.5714542e-034  6.9299460e+003
  1.3764668e+004  1.4360822e-029  5.9416253e+003
  1.3765979e+004  9.5957582e-029  4.6706291e+003
  1.3766673e+004  1.0487677e-029  5.8380139e+003
  1.3766815e+004  6.5129733e-028  4.0854767e+003
  1.3770149e+004  3.0759502e-031  5.9476855e+003
  1.3777771e+004  9.3859729e-031  6.4583155e+003
  1.3791889e+004  1.0891289e-029  5.0176775e+003
  1.3796252e+004  6.1912636e-026  3.6941891e+003
  1.3800165e+004  1.1775498e-028  5.4812971e+003
  1.3801619e+004  1.3037049e-033  6.9299354e+003
  1.3805224e+004  2.8027173e-026  3.0730819e+003
  1.3808128e+004  6.0183757e-034  6.9738737e+003
  1.3812739e+004  2.3750858e-030  6.4046044e+003
  1.3817751e+004  4.5235490e-030  5.6319647e+003
  1.3830626e+004  4.6065872e-032  6.1226934e+003
  1.3835767e+004  1.8662907e-030  5.3662362e+003
  1.3845081e+004  1.0458738e-033  6.9738646e+003
  1.3848308e+004  9.8827839e-034  7.0117924e+003
  1.3853707e+004  1.5345438e-030  6.3441277e+003
  1.3866859e+004  1.0096696e-031  6.0387346e+003
  1.3878838e+004  9.2999218e-030  5.4991995e+003
  1.3883182e+004  1.7249611e-033  7.0117368e+003
  1.3883347e+004  4.1887004e-034  7.0437028e+003
  1.3885723e+004  4.7904829e-028  3.9396723e+003
  1.3901777e+004  2.0252531e-030  6.2767229e+003
  1.3911389e+004  3.6692668e-034  7.0697223e+003
  1.3913302e+004  7.3329597e-034  7.0436955e+003
  1.3916146e+004  1.3025047e-029  5.1421698e+003
  1.3929829e+004  8.7796923e-029  5.3733648e+003
  1.3931948e+004  6.2600716e-032  6.1996710e+003
  1.3938766e+004  6.4029380e-034  7.0697158e+003
  1.3939004e+004  6.9884248e-034  7.0884560e+003
  1.3947198e+004  3.0421407e-034  7.1044856e+003
  1.3950735e+004  1.2002710e-033  7.0915454e+003
  1.3955043e+004  6.8183501e-032  6.1226511e+003
  1.3956870e+004  2.9260335e-034  7.1130892e+003
  1.3958187e+004  5.4673805e-030  6.2021994e+003
  1.3964882e+004  1.9088829e-029  5.5168281e+003
  1.3965275e+004  3.9992568e-028  4.1063206e+003
  1.3970789e+004  5.3836807e-034  7.1044796e+003
  1.3972811e+004  2.8607460e-027  4.6850877e+003
  1.3979401e+004  5.1425592e-034  7.1130835e+003
  1.3982191e+004  1.0124633e-033  7.1159542e+003
  1.4003827e+004  2.3473578e-030  5.4663296e+003
  1.4016325e+004  1.2980138e-026  4.1116804e+003
  1.4020648e+004  2.1921956e-032  6.2698988e+003
  1.4022362e+004  2.9341296e-029  4.7886610e+003
  1.4024618e+004  3.7755419e-030  6.1203313e+003
  1.4035036e+004  9.4750017e-032  6.1996372e+003
  1.4035141e+004  3.9735556e-030  5.2581941e+003
  1.4051720e+004  4.0548921e-032  7.1099253e+003
  1.4052479e+004  7.1019776e-032  7.0846708e+003
  1.4054819e+004  4.6246545e-027  3.6428621e+003
  1.4055156e+004  4.2148226e-032  7.1008845e+003
  1.4066739e+004  5.2854175e-028  4.2620754e+003
  1.4066925e+004  5.1153964e-032  7.0645342e+003
  1.4077155e+004  6.0031514e-032  7.0372380e+003
  1.4088998e+004  1.3439382e-028  5.2563966e+003
  1.4089511e+004  1.4357516e-031  7.0037467e+003
  1.4098271e+004  1.5840880e-032  6.3335342e+003
  1.4103176e+004  5.3429277e-030  6.0308519e+003
  1.4104325e+004  8.7776710e-032  6.9639936e+003
  1.4105462e+004  7.8249090e-032  7.1118432e+003
  1.4107172e+004  3.9589434e-032  7.1088215e+003
  1.4107233e+004  3.3890603e-032  6.2698714e+003
  1.4109717e+004  8.1804896e-028  4.2144386e+003
  1.4111720e+004  2.3658069e-029  5.6708549e+003
  1.4112682e+004  4.3239364e-032  7.0997465e+003
  1.4121045e+004  1.0936524e-031  6.9178938e+003
  1.4129751e+004  1.1563234e-031  7.0855740e+003
  1.4131755e+004  5.1758216e-032  7.0632784e+003
  1.4139664e+004  2.7776614e-031  6.8653469e+003
  1.4147329e+004  2.4807288e-030  5.3661106e+003
  1.4147464e+004  6.0726646e-032  7.0358847e+003
  1.4148396e+004  7.5697110e-031  5.5589122e+003
  1.4160024e+004  1.7967154e-031  6.8062387e+003
  1.4166077e+004  2.3625407e-032  6.3907164e+003
  1.4166922e+004  1.4563954e-031  7.0022713e+003
  1.4172000e+004  2.4950503e-032  6.3335117e+003
  1.4179760e+004  1.6314708e-028  4.4076154e+003
  1.4181885e+004  2.3685322e-031  6.7404381e+003
  1.4190036e+004  8.8956830e-032  6.9623581e+003
  1.4196865e+004  1.5508839e-029  5.9334469e+003
  1.4202657e+004  7.3228358e-030  5.8153730e+003
  1.4204700e+004  6.3676517e-031  6.6677956e+003
  1.4217770e+004  1.1101440e-031  6.9160541e+003
  1.4224745e+004  9.0945098e-033  6.4415677e+003
  1.4227848e+004  4.3669608e-031  6.5881412e+003
  1.4229634e+004  3.7833742e-032  6.3906974e+003
  1.4233489e+004  1.2410215e-029  5.6803974e+003
  1.4238584e+004  1.8229691e-029  4.8984168e+003
  1.4249939e+004  6.1161665e-031  6.5012832e+003
  1.4250452e+004  2.8253958e-031  6.8632459e+003
  1.4251890e+004  3.1774542e-030  5.4662334e+003
  1.4254896e+004  4.5907041e-030  5.9507167e+003
  1.4262828e+004  2.2484296e-027  4.5446882e+003
  1.4263987e+004  4.4491730e-031  5.9687210e+003
  1.4269113e+004  1.7505693e-030  6.4070082e+003
  1.4273382e+004  5.0162514e-031  5.6442226e+003
  1.4275012e+004  7.2306826e-033  6.4861950e+003
  1.4280380e+004  1.4763159e-032  6.4415516e+003
  1.4280626e+004  5.8665030e-030  6.0772310e+003
  1.4282881e+004  1.2807940e-030  6.3050823e+003
  1.4286600e+004  4.2196779e-028  5.1298128e+003
  1.4288081e+004  1.9163697e-030  6.1952500e+003
  1.4288723e+004  1.8322271e-031  6.8038033e+003
  1.4290175e+004  6.7807744e-026  3.5335746e+003
  1.4297592e+004  9.8941684e-029  4.5435278e+003
  1.4310097e+004  1.1557910e-029  5.8277477e+003
  1.4318008e+004  1.1865316e-032  6.5246739e+003
  1.4323450e+004  2.6827444e-026  3.2164102e+003
  1.4324466e+004  1.1857122e-032  6.4861809e+003
  1.4333247e+004  2.4242606e-031  6.7375773e+003
  1.4340015e+004  1.8731791e-030  5.8308661e+003
  1.4348462e+004  1.0449110e-030  5.5588374e+003
  1.4352725e+004  5.0266575e-033  6.5571293e+003
  1.4361654e+004  1.9623628e-032  6.5246935e+003
  1.4381389e+004  4.3952066e-033  6.5835669e+003
  1.4381897e+004  6.8403653e-031  5.7224709e+003
  1.4385014e+004  6.5505731e-031  6.6643908e+003
  1.4393613e+004  8.3383342e-033  6.5571180e+003
  1.4394690e+004  7.5871610e-033  6.6054188e+003
  1.4394853e+004  2.5590531e-028  4.3345462e+003
  1.4415526e+004  1.2038692e-028  4.6703201e+003
  1.4417767e+004  3.6473656e-033  6.6188216e+003
  1.4419348e+004  7.2975873e-033  6.5835565e+003
  1.4422303e+004  2.3119546e-029  5.0002208e+003
  1.4427582e+004  3.5243522e-033  6.6275692e+003
  1.4430719e+004  6.9291394e-033  6.6304862e+003
  1.4436950e+004  7.0644653e-031  5.6441634e+003
  1.4438091e+004  6.1599799e-027  3.7741174e+003
  1.4444128e+004  1.8457773e-026  3.9553860e+003
  1.4444490e+004  1.2828601e-032  6.6028544e+003
  1.4445304e+004  4.5214663e-031  6.5840335e+003
  1.4447941e+004  1.7704322e-029  5.7133185e+003
  1.4452170e+004  6.1302657e-033  6.6188120e+003
  1.4460953e+004  5.8651523e-033  6.6275599e+003
  1.4475154e+004  3.7912227e-030  5.8514020e+003
  1.4476369e+004  2.4020348e-031  5.7938432e+003
  1.4515406e+004  8.0016453e-033  7.5823511e+003
  1.4515884e+004  6.3882117e-031  6.4962559e+003
  1.4516353e+004  4.1512539e-033  7.5793861e+003
  1.4517495e+004  9.8260574e-031  5.7224234e+003
  1.4519345e+004  4.2518633e-033  7.5704949e+003
  1.4528016e+004  5.1520408e-033  7.5346630e+003
  1.4530275e+004  3.7126097e-029  4.7884319e+003
  1.4534392e+004  3.3859403e-028  4.9929099e+003
  1.4537136e+004  1.2737356e-032  7.5568918e+003
  1.4537212e+004  2.1061015e-027  3.6390809e+003
  1.4537950e+004  6.1670760e-033  7.5077933e+003
  1.4548242e+004  3.8831065e-033  7.5786402e+003
  1.4550166e+004  1.5006496e-032  7.4748299e+003
  1.4553065e+004  6.5505731e-033  7.5534111e+003
  1.4553613e+004  4.4175279e-033  7.5697140e+003
  1.4558641e+004  1.7393192e-031  5.8585037e+003
  1.4564692e+004  9.2678564e-033  7.4356868e+003
  1.4572560e+004  5.2021072e-033  7.5337563e+003
  1.4573550e+004  1.0714682e-025  2.8064286e+003
  1.4579408e+004  7.5020386e-030  5.0943573e+003
  1.4581561e+004  1.1670227e-032  7.3903079e+003
  1.4588016e+004  6.2112541e-033  7.5068014e+003
  1.4590342e+004  3.5170561e-031  5.7938044e+003
  1.4599180e+004  1.8500322e-030  6.4007652e+003
  1.4600656e+004  2.9886792e-032  7.3385898e+003
  1.4606080e+004  1.5041090e-032  7.4737222e+003
  1.4615878e+004  3.6515672e-027  3.7980257e+003
  1.4617666e+004  5.5792946e-029  5.5896382e+003
  1.4621752e+004  1.9457153e-032  7.2804234e+003
  1.4629096e+004  2.2510197e-030  6.0125146e+003
  1.4629291e+004  9.3342472e-033  7.4344633e+003
  1.4630078e+004  2.5988385e-031  5.9165975e+003
  1.4630425e+004  3.5105834e-027  4.3925836e+003
  1.4633773e+004  1.6146533e-028  4.4461891e+003
  1.4639765e+004  2.3344216e-029  4.8982443e+003
  1.4644940e+004  2.5761983e-032  7.2156830e+003
  1.4655758e+004  2.5916676e-031  5.8584716e+003
  1.4655990e+004  1.1761949e-032  7.3889217e+003
  1.4669972e+004  6.9435137e-032  7.1442232e+003
  1.4687450e+004  3.0163331e-032  7.3369954e+003
  1.4691724e+004  1.0013348e-031  5.9682523e+003
  1.4696328e+004  4.7662772e-032  7.0658769e+003
  1.4698472e+004  1.3746094e-030  6.2972211e+003
  1.4712824e+004  1.2501994e-027  3.9464228e+003
  1.4713993e+004  3.9316903e-031  5.9165705e+003
  1.4714480e+004  4.9966542e-030  5.1810759e+003
  1.4720509e+004  2.6765743e-030  6.1639685e+003
  1.4722626e+004  1.1944811e-030  6.0188012e+003
  1.4723030e+004  6.6723573e-032  6.9804536e+003
  1.4724014e+004  1.9668865e-032  7.2785662e+003
  1.4742690e+004  3.0045490e-029  5.0000887e+003
  1.4744389e+004  7.9648811e-032  6.0135793e+003
  1.4748559e+004  1.9071256e-031  6.8877414e+003
  1.4750126e+004  8.1880276e-032  6.3175833e+003
  1.4750673e+004  3.9964952e-026  3.3499626e+003
  1.4755592e+004  1.9960862e-027  3.8963063e+003
  1.4765279e+004  1.5356042e-031  5.9682291e+003
  1.4766431e+004  2.6102331e-032  7.2134935e+003
  1.4770009e+004  8.0924364e-031  6.3060483e+003
  1.4770936e+004  1.3927697e-031  6.7875096e+003
  1.4787752e+004  2.0815138e-031  6.6795099e+003
  1.4788417e+004  1.3076132e-031  6.0526848e+003
  1.4792113e+004  5.0139419e-031  6.4390970e+003
  1.4796132e+004  6.3779234e-031  6.5634724e+003
  1.4801318e+004  7.0142186e-031  6.1741420e+003
  1.4809847e+004  1.2344665e-031  6.0135590e+003
  1.4815250e+004  7.0595870e-032  7.1416140e+003
  1.4818201e+004  2.1007738e-030  6.1852279e+003
  1.4818969e+004  7.9850805e-028  4.0849067e+003
  1.4825519e+004  5.5357861e-032  6.0856175e+003
  1.4828961e+004  4.5183440e-029  5.4560741e+003
  1.4831109e+004  6.8403653e-030  5.2605969e+003
  1.4835460e+004  2.0705194e-028  4.5497077e+003
  1.4838441e+004  9.9124109e-030  5.0942544e+003
  1.4847922e+004  5.5128896e-028  4.8448382e+003
  1.4848169e+004  2.0416406e-031  6.0526457e+003
  1.4855223e+004  4.8348087e-032  6.1124696e+003
  1.4871348e+004  4.8683220e-032  7.0627312e+003
  1.4879803e+004  8.6991996e-032  6.0856012e+003
  1.4885235e+004  8.9120845e-032  6.1322963e+003
  1.4893043e+004  4.0140178e-032  6.1482294e+003
  1.4903270e+004  3.8875796e-032  6.1571177e+003
  1.4905742e+004  7.6239370e-032  6.1124545e+003
  1.4920654e+004  1.4050096e-031  6.1343704e+003
  1.4926606e+004  6.7170611e-030  5.1809945e+003
  1.4928515e+004  1.0008737e-027  4.2140218e+003
  1.4932092e+004  2.4097906e-030  5.3331144e+003
  1.4935974e+004  6.8608717e-032  6.9766100e+003
  1.4939180e+004  6.4058873e-032  6.1482156e+003
  1.4948178e+004  6.1260325e-032  6.1571043e+003
  1.4950971e+004  1.2077563e-031  6.1600672e+003
  1.4957268e+004  4.3579204e-034  8.0388483e+003
  1.4964253e+004  6.6142301e-030  6.0643186e+003
  1.4981311e+004  1.3876479e-030  6.1967243e+003
  1.4984970e+004  6.3471578e-034  8.0665329e+003
  1.4986010e+004  4.2128820e-026  3.7856794e+003
  1.4987409e+004  3.1389131e-034  8.0635995e+003
  1.4987470e+004  3.7616579e-034  8.0639174e+003
  1.4988110e+004  4.4043244e-034  8.0198446e+003
  1.4988335e+004  3.6532492e-034  8.0551703e+003
  1.4991444e+004  3.9644167e-034  8.0548075e+003
  1.4996347e+004  5.4623471e-034  7.9934052e+003
  1.5004314e+004  1.2393081e-033  8.0417984e+003
  1.5006353e+004  1.3538773e-033  7.9609290e+003
