      fo_v2	      Io_v2	      Eo_v2
  2.0495917e+004  9.6001783e-023  1.7028456e+003
  2.0536884e+004  1.6194938e-022  1.7705179e+003
  2.0544282e+004  7.1232682e-022  1.1745291e+003
  2.0575140e+004  6.8042349e-023  1.8305797e+003
  2.0577526e+004  3.3226095e-022  1.6576342e+003
  2.0609877e+004  5.7647343e-023  1.8832015e+003
  2.0640639e+004  9.9124109e-023  1.9285289e+003
  2.0650916e+004  1.4681800e-022  1.6961650e+003
  2.0666958e+004  4.3428947e-023  1.9666843e+003
  2.0688711e+004  3.8875796e-023  1.9977686e+003
  2.0705340e+004  7.1265494e-023  2.0218180e+003
  2.0708656e+004  1.3215369e-022  1.7275547e+003
  2.0716342e+004  1.4271818e-021  1.2435791e+003
  2.0719526e+004  3.2830636e-023  2.0390297e+003
  2.0725762e+004  3.2127675e-023  2.0493122e+003
  2.0752608e+004  2.4281712e-022  1.7518549e+003
  2.0782507e+004  1.1422977e-022  1.7692202e+003
  2.0799874e+004  1.0941561e-022  1.7796034e+003
  2.0859277e+004  6.5883900e-022  1.3048559e+003
  2.0873578e+004  2.1831285e-031  6.1987654e+003
  2.0896533e+004  1.6401339e-034  7.8784572e+003
  2.0977210e+004  5.9126109e-022  1.3585358e+003
  2.1008706e+004  4.8728080e-022  1.2682784e+003
  2.1014419e+004  1.2279461e-021  9.3799570e+002
  2.1044231e+004  3.0239827e-022  1.3527740e+003
  2.1073668e+004  1.0553082e-021  1.4047693e+003
  2.1081229e+004  2.9294042e-022  1.4291181e+003
  2.1117818e+004  5.2429932e-022  1.4975498e+003
  2.1151296e+004  4.7389191e-022  1.4436834e+003
  2.1152555e+004  2.2833858e-022  1.5582751e+003
  2.1184504e+004  1.9796084e-022  1.6114706e+003
  2.1196731e+004  3.2649708e-021  1.0077186e+003
  2.1212286e+004  4.3139916e-022  1.4753832e+003
  2.1213077e+004  3.4584324e-022  1.6572864e+003
  2.1237741e+004  1.5320724e-022  1.6958489e+003
  2.1257950e+004  7.9979613e-022  1.4999724e+003
  2.1258172e+004  1.3825451e-022  1.7272624e+003
  2.1274412e+004  2.5467088e-022  1.7516401e+003
  2.1286731e+004  1.1909110e-022  1.7689569e+003
  2.1290212e+004  3.7781509e-022  1.5174571e+003
  2.1293164e+004  1.1557910e-022  1.7793469e+003
  2.1295418e+004  2.2844376e-022  1.7828072e+003
  2.1308850e+004  3.6423301e-022  1.5279416e+003
  2.1315890e+004  7.2256895e-022  1.5314334e+003
  2.1347845e+004  1.6884154e-021  1.0695844e+003
  2.1472418e+004  1.6090862e-021  1.1237741e+003
  2.1477414e+004  7.6803197e-032  6.5533344e+003
  2.1522854e+004  9.3406973e-034  7.2959701e+003
  2.1574165e+004  2.9776887e-021  1.1704421e+003
  2.1613349e+004  1.2731492e-033  7.4983212e+003
  2.1644122e+004  5.6699509e-022  1.0966447e+003
  2.1656005e+004  1.3692391e-021  1.2097188e+003
  2.1675082e+004  7.2808033e-022  1.1738155e+003
  2.1683094e+004  5.1260082e-021  7.9069520e+002
  2.1706833e+004  1.4580731e-021  1.2429744e+003
  2.1720236e+004  1.2661329e-021  1.2417117e+003
  2.1737726e+004  6.7371978e-022  1.3043345e+003
  2.1766629e+004  6.0545141e-022  1.3580782e+003
  2.1768742e+004  2.3701689e-021  1.2664954e+003
  2.1792816e+004  1.0826281e-021  1.4043607e+003
  2.1800088e+004  6.2270062e-033  6.9200212e+003
  2.1802218e+004  1.1284421e-021  1.2841719e+003
  2.1815558e+004  4.8716861e-022  1.4433121e+003
  2.1821945e+004  1.0934006e-021  1.2947521e+003
  2.1834580e+004  4.4440537e-022  1.4750398e+003
  2.1842109e+004  3.5178660e-021  8.5311390e+002
  2.1849300e+004  8.2485820e-022  1.4996110e+003
  2.1860965e+004  3.8902660e-022  1.5171478e+003
  2.1867201e+004  3.7720661e-022  1.5276403e+003
  2.1973086e+004  3.7538706e-021  9.0778190e+002
  2.2079978e+004  7.3752933e-021  9.5485760e+002
  2.2156054e+004  5.6634269e-035  8.0188124e+003
  2.2165898e+004  3.5138183e-021  9.9447430e+002
  2.2233254e+004  3.3249054e-021  1.0267422e+003
  2.2276763e+004  1.2433096e-021  9.3716570e+002
  2.2283769e+004  6.3194502e-021  1.0517566e+003
  2.2303301e+004  3.3012567e-021  1.0070157e+003
  2.2319130e+004  3.0351440e-021  1.0695644e+003
  2.2330064e+004  1.7071799e-021  1.0689786e+003
  2.2339875e+004  2.9578715e-021  1.0802344e+003
  2.2343302e+004  5.0324480e-021  6.5564260e+002
  2.2347120e+004  5.8692052e-021  1.0837879e+003
  2.2355688e+004  1.6280933e-021  1.1232426e+003
  2.2379205e+004  3.0170277e-021  1.1699677e+003
  2.2399931e+004  1.3892465e-021  1.2092877e+003
  2.2417370e+004  1.2867059e-021  1.2413132e+003
  2.2431266e+004  2.4125665e-021  1.2661440e+003
  2.2441558e+004  1.1473061e-021  1.2838130e+003
  2.2447475e+004  1.1150114e-021  1.2944025e+003
  2.2449491e+004  2.2078995e-021  1.2979292e+003
  2.2480324e+004  7.1232682e-021  7.1075490e+002
  2.2592075e+004  1.5663157e-020  7.5820920e+002
  2.2681820e+004  7.9173400e-021  7.9814160e+002
  2.2752138e+004  7.7549553e-021  8.3066470e+002
  2.2805029e+004  1.5058416e-020  8.5586500e+002
  2.2841731e+004  7.3312714e-021  8.7382310e+002
  2.2845946e+004  2.2844376e-034  7.7802057e+003
  2.2863390e+004  7.1974606e-021  8.8457630e+002
  2.2906463e+004  5.1366420e-021  7.8988780e+002
  2.2928830e+004  3.5219185e-021  8.5241830e+002
  2.2950944e+004  3.7590603e-021  9.0717200e+002
  2.2971671e+004  7.3888916e-021  9.5431320e+002
  2.2990197e+004  3.5251638e-021  9.9397980e+002
  2.2995207e+004  9.2913602e-021  5.3287590e+002
  2.3005950e+004  3.3387146e-021  1.0262851e+003
  2.3018326e+004  6.3515438e-021  1.0513131e+003
  2.3027906e+004  3.0512606e-021  1.0691529e+003
  2.3033379e+004  5.7926768e-035  8.1867430e+003
  2.3033392e+004  2.9783744e-021  1.0798335e+003
  2.3111416e+004  2.7081910e-020  5.8067760e+002
  2.3124074e+004  2.6895480e-035  8.2385825e+003
  2.3204698e+004  1.5303096e-020  6.2089970e+002
  2.3277737e+004  1.5884710e-020  6.5365700e+002
  2.3281962e+004  3.0972716e-035  8.2376324e+003
  2.3332548e+004  3.1891819e-020  6.7904340e+002
  2.3370743e+004  1.5826296e-020  6.9712370e+002
  2.3393232e+004  1.5702879e-020  7.0795330e+002
  2.3400831e+004  3.1302520e-020  7.1155990e+002
  2.3533118e+004  4.9966542e-021  6.5485340e+002
  2.3551579e+004  7.0693470e-021  7.1006330e+002
  2.3569398e+004  1.5544591e-020  7.5759210e+002
  2.3585636e+004  7.8628374e-021  7.9758120e+002
  2.3599627e+004  7.7086672e-021  8.3014690e+002
  2.3610936e+004  1.4982328e-020  8.5538540e+002
  2.3619288e+004  7.2942274e-021  8.7335690e+002
  2.3621054e+004  5.6387040e-035  8.0203956e+003
  2.3624285e+004  7.1676914e-021  8.8412220e+002
  2.3625972e+004  1.4245552e-020  8.8770740e+002
  2.3638943e+004  3.2231409e-020  4.2242960e+002
  2.3735373e+004  2.4120111e-020  4.6291380e+002
  2.3810841e+004  2.7943403e-020  4.9588280e+002
  2.3867502e+004  5.9303360e-020  5.2142960e+002
  2.3906885e+004  3.0344452e-020  5.3962840e+002
  2.3930101e+004  3.0575903e-020  5.5052700e+002
  2.4014998e+004  1.1691744e-029  5.7522803e+003
  2.4016865e+004  1.0618894e-030  6.1189048e+003
  2.4125432e+004  3.1015536e-029  5.3940276e+003
  2.4156643e+004  9.1491194e-021  5.3210100e+002
  2.4167177e+004  1.8983632e-031  6.4898399e+003
  2.4171491e+004  2.6661176e-020  5.7998650e+002
  2.4185387e+004  1.5072292e-020  6.2027230e+002
  2.4197571e+004  1.5648737e-020  6.5307730e+002
  2.4207394e+004  3.1425290e-020  6.7849450e+002
  2.4214905e+004  1.5605558e-020  6.9660200e+002
  2.4219378e+004  1.5490994e-020  7.0744510e+002
  2.4274639e+004  2.6234893e-020  3.2433390e+002
  2.4310119e+004  1.5702879e-028  5.0459697e+003
  2.4352175e+004  4.0158668e-020  3.5749120e+002
  2.4410342e+004  9.4881010e-020  3.8318410e+002
  2.4450805e+004  5.1118641e-020  4.0148440e+002
  2.4474644e+004  5.2805517e-020  4.1244440e+002
  2.4477958e+004  6.9435137e-032  6.8568940e+003
  2.4482580e+004  1.0653181e-019  4.1609440e+002
  2.4530871e+004  3.6448470e-035  8.0042350e+003
  2.4537691e+004  1.5100082e-027  4.7088053e+003
  2.4664717e+004  2.5013778e-034  7.7828428e+003
  2.4717170e+004  1.3037049e-034  7.8078124e+003
  2.4763950e+004  9.4011135e-034  7.5974676e+003
  2.4776951e+004  3.1504986e-020  4.2166490e+002
  2.4785412e+004  3.4409574e-027  4.3827323e+003
  2.4788498e+004  2.3576498e-020  4.6221980e+002
  2.4798867e+004  2.7319912e-020  4.9524180e+002
  2.4807457e+004  5.8006852e-020  5.2082860e+002
  2.4812104e+004  9.7337300e-034  7.5989220e+003
  2.4813883e+004  2.9687888e-020  5.3905160e+002
  2.4817818e+004  2.9921220e-020  5.4996530e+002
  2.4819150e+004  5.9948635e-020  5.5359970e+002
  2.4869367e+004  2.1821234e-033  7.5122926e+003
  2.4887815e+004  6.9563159e-033  7.2046619e+003
  2.4902357e+004  3.9992568e-020  2.3861490e+002
  2.4917542e+004  1.7309292e-030  5.9784348e+003
  2.4961764e+004  1.2435959e-019  2.6443330e+002
  2.4974480e+004  9.6001783e-030  5.6114574e+003
  2.4979096e+004  5.9494839e-031  6.3555659e+003
  2.5003059e+004  7.4161635e-020  2.8282330e+002
  2.5027388e+004  8.0034880e-020  2.9383660e+002
  2.5038262e+004  1.4851807e-026  4.0677713e+003
  2.5094469e+004  2.7288477e-035  8.0836461e+003
  2.5108983e+004  1.0108327e-028  5.2553297e+003
  2.5154868e+004  1.7126921e-033  7.5056639e+003
  2.5156135e+004  1.8939970e-033  7.3749362e+003
  2.5196855e+004  4.9077146e-032  6.7410310e+003
  2.5246339e+004  1.3784128e-034  7.8069285e+003
  2.5267956e+004  1.7297339e-033  7.3725371e+003
  2.5287094e+004  1.2136104e-025  3.7639163e+003
  2.5287841e+004  2.5216180e-028  4.9102480e+003
  2.5289781e+004  2.6502040e-032  6.9711990e+003
  2.5323236e+004  3.7392052e-035  7.9245302e+003
  2.5350007e+004  8.6791920e-032  6.5757082e+003
  2.5364553e+004  3.7495513e-033  7.1855711e+003
  2.5393957e+004  2.5478819e-020  3.2357560e+002
  2.5402541e+004  3.9010301e-020  3.5679090e+002
  2.5409748e+004  9.2125381e-020  3.8252510e+002
  2.5415292e+004  4.9668300e-020  4.0085450e+002
  2.5418689e+004  5.1319131e-020  4.1183100e+002
  2.5429900e+004  5.3478510e-031  6.1902961e+003
  2.5487609e+004  1.1914595e-027  4.5762322e+003
  2.5507593e+004  1.0954165e-034  7.7556914e+003
  2.5519388e+004  1.1040260e-033  7.3869084e+003
  2.5522139e+004  1.1367875e-019  1.6529450e+002
  2.5526793e+004  2.3462771e-025  3.4711909e+003
  2.5548211e+004  6.2126845e-030  5.8156640e+003
  2.5564048e+004  8.8527724e-020  1.8375960e+002
  2.5572362e+004  7.8773347e-033  7.1307719e+003
  2.5584421e+004  6.7885856e-034  7.5766710e+003
  2.5588729e+004  1.0446704e-019  1.9481790e+002
  2.5596813e+004  2.1319612e-019  1.9850050e+002
  2.5599699e+004  5.4334953e-021  1.9850050e+002
  2.5650536e+004  6.1599799e-033  7.1977868e+003
  2.5654548e+004  2.6428913e-032  6.7821959e+003
  2.5693272e+004  1.0660542e-026  4.2532767e+003
  2.5697821e+004  1.7036458e-029  5.4520104e+003
  2.5754594e+004  8.5818179e-025  3.1896586e+003
  2.5848846e+004  3.4504783e-031  6.3895084e+003
  2.5858646e+004  1.9601048e-034  7.8831765e+003
  2.5865823e+004  8.8283450e-029  5.0993567e+003
  2.5896014e+004  2.2572481e-026  3.9414058e+003
  2.5949061e+004  1.6783375e-032  6.9765917e+003
  2.5970049e+004  5.9358005e-024  2.9194134e+003
  2.5978090e+004  2.5036827e-033  7.5166054e+003
  2.6007600e+004  3.8625961e-020  2.3785930e+002
  2.6013578e+004  1.2013770e-019  2.6372330e+002
  2.6014517e+004  1.0514274e-030  6.0077118e+003
  2.6018173e+004  7.1660411e-020  2.8214380e+002
  2.6021054e+004  7.7335571e-020  2.9317490e+002
  2.6022032e+004  1.5808086e-019  2.9684840e+002
  2.6040911e+004  8.6512587e-028  4.7576984e+003
  2.6064771e+004  3.5398047e-033  7.1842239e+003
  2.6091114e+004  9.0402262e-026  3.6406838e+003
  2.6134015e+004  7.4503950e-020  1.0439030e+002
  2.6151421e+004  4.2912053e-035  8.0036861e+003
  2.6158906e+004  1.1253284e-019  1.1548490e+002
  2.6160626e+004  2.7879135e-033  7.1598074e+003
  2.6172178e+004  9.6934706e-024  2.6605655e+003
  2.6173807e+004  6.0128351e-030  5.6368307e+003
  2.6211116e+004  5.8180748e-032  6.5770667e+003
  2.6215232e+004  2.0043765e-027  4.4270611e+003
  2.6259440e+004  1.0992065e-033  7.3860757e+003
  2.6270657e+004  9.7292485e-034  7.3324645e+003
  2.6276333e+004  6.8482451e-025  3.3512054e+003
  2.6295947e+004  5.7448580e-035  7.7919628e+003
  2.6298025e+004  1.3937321e-034  7.6480879e+003
  2.6303409e+004  7.1594440e-034  7.4950699e+003
  2.6330162e+004  4.9966542e-035  7.9271196e+003
  2.6331148e+004  6.4740984e-029  5.2768629e+003
  2.6361383e+004  2.9886792e-023  2.4132294e+003
  2.6384079e+004  8.7857592e-027  4.1075105e+003
  2.6401345e+004  3.7254548e-031  6.1883588e+003
  2.6418717e+004  2.4371334e-032  6.9690074e+003
  2.6450422e+004  1.2251219e-024  3.0730819e+003
  2.6485301e+004  1.6439148e-028  4.9278361e+003
  2.6493801e+004  2.0562660e-032  6.7536593e+003
  2.6537931e+004  1.7381182e-022  2.1775150e+003
  2.6544995e+004  7.2824799e-026  3.7991428e+003
  2.6560991e+004  4.4450771e-030  5.8104678e+003
  2.6592989e+004  7.1347588e-033  7.1268486e+003
  2.6614389e+004  4.1388463e-024  2.8064286e+003
  2.6615001e+004  2.7744653e-021  1.6453770e+002
  2.6617876e+004  1.0650728e-019  1.6453770e+002
  2.6621563e+004  8.5109747e-020  1.8303570e+002
  2.6623951e+004  1.0045679e-019  1.9411290e+002
  2.6634114e+004  7.8845933e-028  4.5898178e+003
  2.6696913e+004  1.4255396e-025  3.5020704e+003
  2.6696964e+004  1.5257357e-032  6.9198456e+003
  2.6702212e+004  2.3822059e-022  1.9535238e+003
  2.6706043e+004  1.2421650e-029  5.4434235e+003
  2.6709752e+004  2.7674469e-031  6.3582224e+003
  2.6714118e+004  7.2173754e-034  7.5761481e+003
  2.6736929e+004  2.4744535e-032  6.7809410e+003
  2.6737944e+004  8.6911911e-020  5.5915800e+001
  2.6746183e+004  2.2734180e-019  5.9619600e+001
  2.6767218e+004  2.6374200e-023  2.5513566e+003
  2.6775992e+004  7.1446227e-027  4.2629059e+003
  2.6815635e+004  1.6168856e-032  6.9758015e+003
  2.6839546e+004  5.2708335e-025  3.2164102e+003
  2.6839757e+004  2.9749474e-033  7.0761327e+003
  2.6841907e+004  6.5309942e-029  5.0872955e+003
  2.6854624e+004  6.1486433e-022  1.7413463e+003
  2.6871191e+004  8.6016011e-031  5.9735266e+003
  2.6909554e+004  3.9607670e-023  2.3079681e+003
  2.6910081e+004  1.5292528e-026  3.9472146e+003
  2.6947393e+004  1.2186509e-033  7.2229996e+003
  2.6949448e+004  5.3861606e-032  6.5178564e+003
  2.6967541e+004  8.0571101e-032  6.5736987e+003
  2.6970067e+004  6.4740984e-028  4.7421837e+003
  2.6972879e+004  3.6777254e-024  2.9422745e+003
  2.6995495e+004  2.9866154e-021  1.5410632e+003
  2.7006679e+004  4.9840145e-030  5.5996429e+003
  2.7036067e+004  6.1827160e-026  3.6428621e+003
  2.7041687e+004  1.1201580e-022  2.0763550e+003
  2.7043585e+004  1.0468376e-033  7.3608997e+003
  2.7049445e+004  2.7898400e-033  7.1593032e+003
  2.7090805e+004  1.5141862e-027  4.4082040e+003
  2.7093189e+004  2.7949838e-035  8.1891932e+003
  2.7097170e+004  6.0461553e-024  2.6797668e+003
  2.7105027e+004  3.2275970e-031  6.3883347e+003
  2.7118492e+004  3.4816034e-031  6.1265661e+003
  2.7125221e+004  3.4094105e-021  1.3527463e+003
  2.7128163e+004  5.4160080e-029  5.2366731e+003
  2.7137163e+004  2.1957318e-032  6.6677778e+003
  2.7145062e+004  2.3484391e-034  7.4902557e+003
  2.7145466e+004  5.5230541e-032  6.5763138e+003
  2.7153938e+004  4.7171458e-025  3.3499626e+003
  2.7163974e+004  5.9618260e-022  1.8565991e+003
  2.7204164e+004  6.6861990e-027  4.0854767e+003
  2.7212587e+004  1.8727478e-023  2.4289805e+003
  2.7220901e+004  1.2424511e-034  7.7553539e+003
  2.7224524e+004  7.1347588e-020  1.0362870e+002
  2.7226455e+004  1.0779020e-019  1.1474320e+002
  2.7227126e+004  2.3789170e-019  1.1844450e+002
  2.7240285e+004  1.3847753e-028  4.8847351e+003
  2.7241486e+004  5.0035621e-031  6.1884473e+003
  2.7244157e+004  7.3110423e-021  1.1764598e+003
  2.7248569e+004  4.1732970e-030  5.7460772e+003
  2.7258806e+004  1.0951643e-034  7.6114551e+003
  2.7263897e+004  8.4855363e-025  3.0686212e+003
  2.7272863e+004  4.5717166e-032  6.7374691e+003
  2.7276576e+004  7.4555433e-022  1.6487731e+003
  2.7277421e+004  1.9947079e-032  6.7531703e+003
  2.7290488e+004  1.8710237e-032  6.8084714e+003
  2.7295900e+004  6.6325311e-032  6.8505655e+003
  2.7310203e+004  5.5728749e-026  3.7741174e+003
  2.7318130e+004  2.9415707e-031  6.2701049e+003
  2.7319379e+004  1.0913883e-022  2.1899988e+003
  2.7323698e+004  1.0112983e-033  7.3321369e+003
  2.7327550e+004  9.8532454e-031  6.0066109e+003
  2.7344760e+004  6.6754308e-028  4.5439511e+003
  2.7352653e+004  2.9415707e-020  1.0122620e+003
  2.7359454e+004  1.1691744e-029  5.3765096e+003
  2.7360470e+004  3.5178660e-031  6.1876397e+003
  2.7365862e+004  2.8752744e-024  2.7989327e+003
  2.7379776e+004  1.7505693e-021  1.4529428e+003
  2.7383224e+004  1.0567671e-034  7.7248470e+003
  2.7398184e+004  5.8435841e-030  5.8139581e+003
  2.7409026e+004  1.0954165e-025  3.4742331e+003
  2.7417705e+004  1.4944428e-022  1.9628959e+003
  2.7423810e+004  4.1531661e-033  6.9403860e+003
  2.7436485e+004  1.5138376e-032  6.9195235e+003
  2.7442228e+004  6.0712665e-027  4.2144386e+003
  2.7445660e+004  9.0924160e-031  5.8832341e+003
  2.7447891e+004  2.6477641e-031  6.3577469e+003
  2.7451019e+004  2.7719111e-020  8.6020610e+002
  2.7459280e+004  6.1557262e-029  5.0179871e+003
  2.7460204e+004  1.8339154e-023  2.5409821e+003
  2.7473827e+004  7.7086672e-021  1.2691675e+003
  2.7482214e+004  5.6491004e-030  5.6357953e+003
  2.7483532e+004  6.4696278e-032  6.4046203e+003
  2.7500751e+004  4.0576940e-025  3.1859205e+003
  2.7503307e+004  5.6387040e-031  6.3523323e+003
  2.7507737e+004  3.8421941e-022  1.7477389e+003
  2.7510249e+004  1.6072347e-029  5.4504319e+003
  2.7517218e+004  4.1944913e-030  5.8097798e+003
  2.7532957e+004  1.3025047e-026  3.8963063e+003
  2.7539553e+004  4.8851657e-020  7.2034060e+002
  2.7546095e+004  1.9141647e-033  7.0639308e+003
  2.7547057e+004  2.7483959e-023  2.2948453e+003
  2.7548479e+004  5.2417861e-030  5.5072905e+003
  2.7551199e+004  6.1063163e-028  4.6706291e+003
  2.7553069e+004  5.2297304e-032  6.5175379e+003
  2.7558913e+004  7.9447328e-021  1.0975018e+003
  2.7567018e+004  1.6556910e-030  5.9754963e+003
  2.7585487e+004  2.8299535e-024  2.9092660e+003
  2.7585863e+004  8.1917992e-031  5.9730636e+003
  2.7589434e+004  9.2125381e-030  5.6087825e+003
  2.7589603e+004  1.8517370e-021  1.5445889e+003
  2.7591917e+004  7.6679504e-034  7.4948521e+003
  2.7593980e+004  3.0080101e-033  7.0759170e+003
  2.7606013e+004  6.0950784e-029  5.2758869e+003
  2.7608162e+004  8.3440961e-029  5.0978920e+003
  2.7609007e+004  4.1131950e-031  6.0115714e+003
  2.7617087e+004  5.2684067e-026  3.5896526e+003
  2.7618452e+004  9.7046370e-029  5.2528896e+003
  2.7618535e+004  1.6072347e-019  5.9271030e+002
  2.7624528e+004  2.9531078e-032  6.5305447e+003
  2.7626349e+004  7.7335571e-023  2.0605909e+003
  2.7635229e+004  1.5299573e-020  9.3799570e+002
  2.7636379e+004  1.4281680e-027  4.3345462e+003
  2.7638563e+004  5.6738689e-029  5.1423954e+003
  2.7644505e+004  1.1732196e-029  5.4427641e+003
  2.7658818e+004  2.1611221e-032  6.6675616e+003
  2.7660788e+004  1.8254893e-033  7.1794733e+003
  2.7663253e+004  4.6385185e-024  2.6443474e+003
  2.7663427e+004  2.0877539e-021  1.3535017e+003
  2.7666327e+004  2.4186849e-028  4.9080167e+003
  2.7666675e+004  3.3525811e-031  6.1262505e+003
  2.7688205e+004  1.2302101e-019  4.7735570e+002
  2.7694702e+004  4.0140178e-025  3.2945658e+003
  2.7698245e+004  4.0783012e-022  1.8382816e+003
  2.7702675e+004  8.1842577e-028  4.7563356e+003
  2.7702931e+004  5.4926168e-020  7.9069520e+002
  2.7704850e+004  4.8694431e-030  5.6294470e+003
  2.7705072e+004  4.7432858e-030  5.5991915e+003
  2.7708157e+004  4.4501976e-035  7.9243042e+003
  2.7715235e+004  6.3005621e-027  4.0098386e+003
  2.7715461e+004  1.5505269e-028  4.9269138e+003
  2.7720537e+004  1.4460366e-028  4.7886610e+003
  2.7729303e+004  4.3962188e-021  1.1745291e+003
  2.7731186e+004  1.1409833e-027  4.5741867e+003
  2.7734250e+004  1.4278392e-023  2.3912351e+003
  2.7742761e+004  1.2470369e-033  7.2228526e+003
  2.7746369e+004  3.8519381e-031  6.1314978e+003
  2.7747018e+004  2.7891977e-032  6.6482657e+003
  2.7748783e+004  1.7461409e-019  3.7431370e+002
  2.7749216e+004  2.8660205e-031  6.2698870e+003
  2.7756356e+004  6.1784466e-029  5.0866622e+003
  2.7760559e+004  1.8624272e-032  6.8083222e+003
  2.7762153e+004  4.5790912e-020  6.5564260e+002
  2.7762834e+004  5.0301310e-022  1.6279750e+003
  2.7765872e+004  7.1908346e-025  3.0111254e+003
  2.7767589e+004  4.4872400e-034  7.2873404e+003
  2.7774560e+004  4.0103225e-030  5.7457642e+003
  2.7778224e+004  1.5591191e-028  5.0421391e+003
  2.7779283e+004  1.4896330e-027  4.7053475e+003
  2.7786770e+004  1.3526309e-029  5.2583610e+003
  2.7787298e+004  1.7237699e-020  1.0077186e+003
  2.7787903e+004  5.2381665e-026  3.6965961e+003
  2.7796028e+004  6.9483118e-028  4.4461891e+003
  2.7796255e+004  1.8974891e-027  4.4257895e+003
  2.7798355e+004  8.2371940e-023  2.1499934e+003
  2.7800446e+004  4.5685596e-019  2.8361690e+002
  2.7807260e+004  1.0192467e-026  4.2513963e+003
  2.7811149e+004  3.3734890e-027  4.3796057e+003
  2.7812833e+004  5.1591636e-029  5.2362322e+003
  2.7813004e+004  7.0579617e-020  5.3287590e+002
  2.7814854e+004  3.0972716e-029  5.3897796e+003
  2.7817269e+004  7.4469647e-028  4.5889439e+003
  2.7820059e+004  1.1581886e-021  1.4297244e+003
  2.7827694e+004  8.2981121e-020  5.5145300e+001
  2.7830133e+004  6.3764550e-032  6.4044674e+003
  2.7830556e+004  2.4192419e-024  2.7394035e+003
  2.7835400e+004  1.1689052e-030  5.7433600e+003
  2.7837470e+004  1.5673980e-020  8.5311390e+002
  2.7840983e+004  1.8757688e-031  6.4840748e+003
  2.7842617e+004  1.5152326e-034  7.6479396e+003
  2.7843357e+004  2.7301047e-019  2.0529410e+002
  2.7846171e+004  8.8364800e-031  5.8830140e+003
  2.7853898e+004  6.7948410e-033  6.7581270e+003
  2.7854421e+004  1.0244229e-025  3.3949001e+003
  2.7855510e+004  1.1114228e-022  1.9206817e+003
  2.7855564e+004  1.9979255e-019  4.2242960e+002
  2.7858394e+004  4.1723362e-033  6.9402813e+003
  2.7859140e+004  6.1345018e-028  4.7415740e+003
  2.7860639e+004  7.0758611e-029  4.8984168e+003
  2.7862744e+004  9.3106349e-032  6.2433751e+003
  2.7863948e+004  1.4483693e-026  4.0649382e+003
  2.7864907e+004  2.2681893e-034  7.3878210e+003
  2.7865520e+004  6.2947617e-027  4.1150716e+003
  2.7869975e+004  4.9634002e-021  1.2435791e+003
  2.7876193e+004  1.1240336e-029  5.3761986e+003
  2.7877643e+004  2.9375096e-019  1.3936980e+002
  2.7879817e+004  2.6307483e-020  7.1075490e+002
  2.7881966e+004  1.1718696e-029  5.7475685e+003
  2.7884078e+004  1.0769097e-033  7.3607977e+003
  2.7888537e+004  8.3210723e-027  4.1063206e+003
  2.7888781e+004  1.5260870e-023  2.4794661e+003
  2.7889086e+004  2.1541666e-026  3.9396723e+003
  2.7889889e+004  1.2834510e-019  3.2433390e+002
  2.7903393e+004  5.5319634e-019  8.5864400e+001
  2.7905964e+004  2.7982035e-022  1.7033549e+003
  2.7908547e+004  2.9456375e-032  6.5304356e+003
  2.7910227e+004  6.6570113e-030  5.3662362e+003
  2.7912546e+004  4.9269630e-021  1.0695844e+003
  2.7912755e+004  1.3206243e-028  4.8843037e+003
  2.7913852e+004  6.7573949e-027  4.2620754e+003
  2.7914340e+004  8.0831250e-020  5.8067760e+002
  2.7914781e+004  3.7651241e-025  3.1048242e+003
  2.7915992e+004  1.4691945e-019  2.3861490e+002
  2.7917044e+004  4.0455661e-031  6.0114143e+003
  2.7920667e+004  2.1378602e-019  4.4793900e+001
  2.7928348e+004  6.9771699e-028  4.5497077e+003
  2.7929103e+004  1.3427010e-026  3.7953912e+003
  2.7929160e+004  1.1778210e-025  3.7613428e+003
  2.7929494e+004  1.1040260e-019  1.6169900e+001
  2.7933868e+004  2.8878810e-019  1.6529450e+002
  2.7934280e+004  1.0626232e-030  6.1136848e+003
  2.7940565e+004  2.2515381e-023  2.2313743e+003
  2.7940996e+004  5.6166750e-020  4.6291380e+002
  2.7941528e+004  5.0965853e-030  5.5070679e+003
  2.7943480e+004  1.1162958e-019  1.0439030e+002
  2.7944743e+004  5.0440490e-020  5.5915800e+001
  2.7944958e+004  5.7873440e-031  5.8493645e+003
  2.7946580e+004  3.4078408e-033  6.8604320e+003
  2.7947695e+004  9.0173577e-021  9.0778190e+002
  2.7949431e+004  1.3106276e-021  1.4980639e+003
  2.7951740e+004  2.3527690e-034  7.4811697e+003
  2.7951971e+004  1.9398998e-033  7.0638559e+003
  2.7955557e+004  1.4367437e-027  4.4076154e+003
  2.7959717e+004  6.9100199e-020  3.5749120e+002
  2.7961435e+004  4.6385185e-032  6.3475219e+003
  2.7967078e+004  2.6343853e-020  1.1548490e+002
  2.7968949e+004  2.5952506e-024  2.8264363e+003
  2.7970406e+004  1.4447054e-019  2.6443330e+002
  2.7971813e+004  5.9248764e-029  5.0176775e+003
  2.7972737e+004  8.6174604e-026  3.6390809e+003
  2.7972912e+004  5.8288019e-020  1.8375960e+002
  2.7975358e+004  3.0163331e-020  7.5820920e+002
  2.7977415e+004  7.1413332e-029  5.0002208e+003
  2.7978599e+004  6.8988912e-026  3.7980257e+003
  2.7983363e+004  2.8175997e-032  6.6481864e+003
