      fo_rot	      Io_rot	      Eo_rot	    gNH3_rot	      gH2_rot	     gHe_rot
  5.8937827e+003  5.8557064e-020  8.3014690e+002  1.0343100e+001  1.6189000e+000  8.0200000e-001
  5.8991877e+003  5.6790971e-020  6.5564260e+002  1.6728800e+001  2.0386000e+000  7.6360000e-001
  5.9027051e+003  6.1035049e-020  7.9758120e+002  1.2022000e+001  1.7538000e+000  7.9240000e-001
  5.9112339e+003  8.0663915e-020  5.9271030e+002  1.8587600e+001  2.0596000e+000  7.5400000e-001
  5.9138700e+003  1.2594453e-019  7.5759210e+002  1.3491000e+001  1.8288000e+000  7.8280000e-001
  5.9274563e+003  6.2889667e-020  7.1006330e+002  1.5079900e+001  1.9217000e+000  7.7320000e-001
  5.9436979e+003  5.7687178e-020  6.5485340e+002  1.6698900e+001  2.0177000e+000  7.6360000e-001
  5.9629173e+003  8.2163569e-020  5.9179370e+002  1.8527600e+001  2.0386000e+000  7.5400000e-001
  5.9842453e+003  1.8284340e-023  1.5279416e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  5.9845149e+003  1.8284340e-023  1.5276403e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  6.0462632e+003  1.3857322e-022  1.2979292e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  6.1138887e+003  5.7873440e-023  1.0802344e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  6.1151464e+003  5.7369266e-023  1.0798335e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  6.1880493e+003  8.0256330e-023  8.7382310e+002  1.0323892e+001  1.7776684e+000  8.4358906e-001
  6.1900091e+003  8.1541613e-023  8.7335690e+002  1.0323892e+001  1.7776684e+000  8.4358906e-001
  6.2163191e+003  1.4154003e-023  1.0975018e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  6.2263837e+003  1.4275105e-023  1.0966447e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  6.2720362e+003  3.6205896e-022  6.7849450e+002  1.0323892e+001  1.7776684e+000  8.4358906e-001
  6.2770027e+003  1.0863738e-023  8.6020610e+002  1.0323892e+001  1.7776684e+000  8.4358906e-001
  6.2887536e+003  1.0974362e-023  8.5920820e+002  1.0323892e+001  1.7776684e+000  8.4358906e-001
  6.3577076e+003  7.0465948e-023  4.9588280e+002  1.0323892e+001  1.7776684e+000  8.4358906e-001
  6.3616912e+003  7.1019776e-023  4.9524180e+002  1.0323892e+001  1.7776684e+000  8.4358906e-001
  6.4198007e+003  5.2575002e-020  1.0837879e+003  4.7668000e+000  1.3251000e+000  8.8440000e-001
  6.4205984e+003  2.6514247e-020  1.0802344e+003  5.2465000e+000  1.3731000e+000  8.6730000e-001
  6.4229995e+003  2.7194388e-020  1.0695644e+003  6.2358000e+000  1.4450000e+000  8.5020000e-001
  6.4271693e+003  5.6777896e-020  1.0517566e+003  7.7348000e+000  1.4930000e+000  8.3310000e-001
  6.4326723e+003  2.9893674e-020  1.0267422e+003  8.5743000e+000  1.5680000e+000  8.1610000e-001
  6.4399548e+003  3.1847790e-020  9.9447430e+002  1.0582900e+001  1.6129000e+000  7.9900000e-001
  6.4430586e+003  2.6710333e-020  1.0798335e+003  4.5270000e+000  1.3611000e+000  8.6730000e-001
  6.4461164e+003  2.7401813e-020  1.0691529e+003  6.2658000e+000  1.3791000e+000  8.5020000e-001
  6.4488356e+003  6.8026683e-020  9.5485760e+002  1.2291800e+001  1.7358000e+000  7.8190000e-001
  6.4510064e+003  5.6961222e-020  1.0513131e+003  7.3151000e+000  1.4241000e+000  8.3310000e-001
  6.4543640e+003  2.7604463e-023  3.2433390e+002  1.0323892e+001  1.7776684e+000  8.4358906e-001
  6.4583204e+003  3.0149443e-020  1.0262851e+003  9.2338000e+000  1.6099000e+000  8.1610000e-001
  6.4593436e+003  3.5989789e-020  9.0778190e+002  1.3580900e+001  1.7928000e+000  7.6480000e-001
  6.4677003e+003  3.2135073e-020  9.9397980e+002  1.0762800e+001  1.6069000e+000  7.9900000e-001
  6.4714597e+003  3.6896001e-020  8.5311390e+002  1.5529600e+001  1.9157000e+000  7.4770000e-001
  6.4793817e+003  6.8703569e-020  9.5431320e+002  1.2081900e+001  1.7388000e+000  7.8190000e-001
  6.4851227e+003  6.9531132e-020  7.9069520e+002  1.6698900e+001  1.9697000e+000  7.3060000e-001
  6.4935622e+003  3.6398149e-020  9.0717200e+002  1.3730800e+001  1.8318000e+000  7.6480000e-001
  6.5002521e+003  2.5443643e-020  7.2034060e+002  1.8647600e+001  1.9697000e+000  7.1350000e-001
  6.5104747e+003  3.7366231e-020  8.5241830e+002  1.5469700e+001  1.9067000e+000  7.4770000e-001
  6.5304001e+003  7.0579617e-020  7.8988780e+002  1.5919400e+001  1.9637000e+000  7.3060000e-001
  6.5537386e+003  2.5892817e-020  7.1938650e+002  1.8647600e+001  1.9967000e+000  7.1350000e-001
  6.6080640e+003  9.1406967e-023  1.5314334e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  6.6765212e+003  4.3398957e-023  1.2947521e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  6.6777314e+003  4.3169726e-023  1.2944025e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  6.7509490e+003  7.0222987e-023  1.0695644e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  6.7528063e+003  7.1036131e-023  1.0691529e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  6.8329509e+003  3.7781509e-022  8.5586500e+002  1.0323892e+001  1.7776684e+000  8.4358906e-001
  6.9227812e+003  9.6156644e-023  6.5365700e+002  1.0323892e+001  1.7776684e+000  8.4358906e-001
  6.9265485e+003  9.6756310e-023  6.5307730e+002  1.0323892e+001  1.7776684e+000  8.4358906e-001
  6.9346981e+003  1.9018633e-023  1.0122620e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  6.9818006e+003  1.1827128e-020  1.2947521e+003  4.0893000e+000  1.3644000e+000  9.1830000e-001
  6.9844849e+003  1.2178093e-020  1.2841719e+003  5.3739000e+000  1.4211000e+000  8.9370000e-001
  6.9886179e+003  2.5443643e-020  1.2664954e+003  6.6586000e+000  1.4777000e+000  8.6910000e-001
  6.9949582e+003  1.3620069e-020  1.2417117e+003  7.9432000e+000  1.5344000e+000  8.4450000e-001
  7.0002802e+003  2.3565643e-020  1.2979292e+003  4.0773000e+000  1.3078000e+000  9.4290000e-001
  7.0013465e+003  1.1898146e-020  1.2944025e+003  4.0893000e+000  1.3644000e+000  9.1830000e-001
  7.0029342e+003  1.4739383e-020  1.2097188e+003  9.2278000e+000  1.5911000e+000  8.2000000e-001
  7.0044649e+003  1.2251219e-020  1.2838130e+003  5.3739000e+000  1.4211000e+000  8.9370000e-001
  7.0099691e+003  2.5803540e-020  1.2661440e+003  6.6586000e+000  1.4777000e+000  8.6910000e-001
  7.0126840e+003  3.2223989e-020  1.1704421e+003  1.0512500e+001  1.6477000e+000  7.9540000e-001
  7.0172553e+003  1.3714478e-020  1.2413132e+003  7.9432000e+000  1.5344000e+000  8.4450000e-001
  7.0214281e+003  6.0866636e-023  4.6291380e+002  1.0323892e+001  1.7776684e+000  8.4358906e-001
  7.0242659e+003  1.7679879e-020  1.1237741e+003  1.1797100e+001  1.7044000e+000  7.7080000e-001
  7.0269898e+003  1.4848388e-020  1.2092877e+003  9.2278000e+000  1.5911000e+000  8.2000000e-001
  7.0376223e+003  1.9243289e-020  1.0695844e+003  1.3081800e+001  1.7611000e+000  7.4620000e-001
  7.0391599e+003  3.2484733e-020  1.1699677e+003  1.0512500e+001  1.6477000e+000  7.9540000e-001
  7.0527936e+003  4.0604980e-020  1.0077186e+003  1.4366400e+001  1.8177000e+000  7.2160000e-001
  7.0539184e+003  1.7839361e-020  1.1232426e+003  1.1797100e+001  1.7044000e+000  7.7080000e-001
  7.0697081e+003  1.9709667e-020  9.3799570e+002  1.5651100e+001  1.8744000e+000  6.9700000e-001
  7.0714173e+003  1.9439241e-020  1.0689786e+003  1.3081800e+001  1.7611000e+000  7.4620000e-001
  7.0882473e+003  1.4875765e-020  8.6020610e+002  1.6935700e+001  1.9310000e+000  6.7250000e-001
  7.0919914e+003  4.1094083e-020  1.0070157e+003  1.4366400e+001  1.8177000e+000  7.2160000e-001
  7.1159817e+003  1.9988458e-020  9.3716570e+002  1.5651100e+001  1.8744000e+000  6.9700000e-001
  7.1294378e+003  2.3295889e-023  2.8361690e+002  1.0323892e+001  1.7776684e+000  8.4358906e-001
  7.1364766e+003  2.3484391e-023  2.8278110e+002  1.0323892e+001  1.7776684e+000  8.4358906e-001
  7.1438570e+003  1.5127923e-020  8.5920820e+002  1.6935700e+001  1.9310000e+000  6.7250000e-001
  7.1653567e+003  5.1853646e-023  1.7828072e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  7.2344856e+003  2.7770219e-023  1.5276403e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  7.3097518e+003  5.2429932e-023  1.2838130e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  7.3933567e+003  3.3172584e-022  1.0513131e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  7.4819064e+003  1.0415480e-022  8.3066470e+002  1.0323892e+001  1.7776684e+000  8.4358906e-001
  7.4854119e+003  1.0468376e-022  8.3014690e+002  1.0323892e+001  1.7776684e+000  8.4358906e-001
  7.5359999e+003  9.3406973e-021  1.5314334e+003  3.1179000e+000  1.3459000e+000  1.0157000e+000
  7.5369398e+003  4.7204054e-021  1.5279416e+003  3.1179000e+000  1.3879000e+000  9.8360000e-001
  7.5397725e+003  4.8739301e-021  1.5174571e+003  4.2692000e+000  1.4299000e+000  9.5160000e-001
  7.5447779e+003  1.0336638e-020  1.4999724e+003  5.4204000e+000  1.4718000e+000  9.1950000e-001
  7.5511359e+003  5.5205112e-021  1.4753832e+003  6.5716000e+000  1.5138000e+000  8.8740000e-001
  7.5536763e+003  4.7432858e-021  1.5276403e+003  3.1179000e+000  1.3879000e+000  9.8360000e-001
  7.5569135e+003  4.8975547e-021  1.5171478e+003  4.2692000e+000  1.4299000e+000  9.5160000e-001
  7.5597480e+003  6.0419802e-021  1.4436834e+003  7.7228000e+000  1.5558000e+000  8.5530000e-001
  7.5621239e+003  1.0263117e-020  1.4996110e+003  5.4204000e+000  1.4718000e+000  9.1950000e-001
  7.5702067e+003  5.5511031e-021  1.4750398e+003  6.5716000e+000  1.5138000e+000  8.8740000e-001
  7.5702596e+003  1.3427010e-020  1.4047693e+003  6.5716000e+000  1.5138000e+000  8.8740000e-001
  7.5803542e+003  6.0768609e-021  1.4433121e+003  7.7228000e+000  1.5558000e+000  8.5530000e-001
  7.5828191e+003  7.5436112e-021  1.3585358e+003  1.0025300e+001  1.6397000e+000  7.9120000e-001
  7.5872843e+003  9.2870824e-023  6.2027230e+002  1.0323892e+001  1.7776684e+000  8.4358906e-001
  7.5929377e+003  1.3513856e-020  1.4043607e+003  8.8741000e+000  1.5978000e+000  8.2330000e-001
  7.5973222e+003  8.5148950e-021  1.3048559e+003  1.1176500e+001  1.6817000e+000  7.5910000e-001
  7.6081847e+003  7.5993999e-021  1.3580782e+003  1.0025300e+001  1.6397000e+000  7.9120000e-001
  7.6138554e+003  1.9075648e-020  1.2435791e+003  1.2327800e+001  1.7237000e+000  7.2700000e-001
  7.6262522e+003  8.5857709e-021  1.3043345e+003  1.1176500e+001  1.6817000e+000  7.5910000e-001
  7.6323919e+003  1.0367625e-020  1.1745291e+003  1.3479000e+001  1.7656000e+000  6.9490000e-001
  7.6473950e+003  1.9261021e-020  1.2429744e+003  1.2327800e+001  1.7237000e+000  7.2700000e-001
  7.6528704e+003  1.0379568e-020  1.0975018e+003  1.4630200e+001  1.8076000e+000  6.6290000e-001
  7.6719615e+003  1.0485262e-020  1.1738155e+003  1.3479000e+001  1.7656000e+000  6.9490000e-001
  7.6751789e+003  1.6172580e-020  1.0122620e+003  1.5781500e+001  1.8496000e+000  6.3080000e-001
  7.6930820e+003  8.1616750e-023  4.2242960e+002  1.0323892e+001  1.7776684e+000  8.4358906e-001
  7.7003836e+003  1.0521540e-020  1.0966447e+003  1.4630200e+001  1.8076000e+000  6.6290000e-001
  7.7332586e+003  1.6439148e-020  1.0112138e+003  1.5781500e+001  1.8496000e+000  6.3080000e-001
  7.7850866e+003  1.5441138e-023  1.7793469e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  7.8423304e+003  3.3548978e-025  2.6438340e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  7.8589402e+003  3.3012567e-023  1.5174571e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  7.8605186e+003  3.3187864e-023  1.5171478e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  7.9426333e+003  2.4371334e-022  1.2664954e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  8.0347312e+003  9.2657227e-023  1.0267422e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  8.0379487e+003  9.3020634e-023  1.0262851e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  8.0856304e+003  1.6915284e-021  1.7796034e+003  2.1915000e+000  1.4426000e+000  1.0634000e+000
  8.0886886e+003  1.7501662e-021  1.7692202e+003  3.2094000e+000  1.4699000e+000  1.0238000e+000
  8.0932982e+003  3.6684221e-021  1.7518549e+003  4.2272000e+000  1.4972000e+000  9.8420000e-001
  8.0986624e+003  3.3572161e-021  1.7828072e+003  2.1885000e+000  1.4153000e+000  1.1030000e+000
  8.0998238e+003  1.6981627e-021  1.7793469e+003  2.1915000e+000  1.4426000e+000  1.0634000e+000
  8.1008110e+003  2.0020702e-021  1.7275547e+003  5.2450000e+000  1.5245000e+000  9.4470000e-001
  8.1032196e+003  1.7570305e-021  1.7689569e+003  3.2094000e+000  1.4699000e+000  1.0238000e+000
  8.1093989e+003  3.7547351e-021  1.7516401e+003  4.2272000e+000  1.4972000e+000  9.8420000e-001
  8.1099583e+003  2.2089165e-021  1.6961650e+003  4.2272000e+000  1.4972000e+000  9.8420000e-001
  8.1169384e+003  2.0103853e-021  1.7272624e+003  5.2450000e+000  1.5245000e+000  9.4470000e-001
  8.1211648e+003  4.9668300e-021  1.6576342e+003  7.2806000e+000  1.5790000e+000  8.6550000e-001
  8.1274137e+003  2.2191124e-021  1.6958489e+003  6.2628000e+000  1.5517000e+000  9.0510000e-001
  8.1346318e+003  2.8364772e-021  1.6118599e+003  8.2985000e+000  1.6063000e+000  8.2590000e-001
  8.1370481e+003  1.0665453e-022  7.9814160e+002  1.0323892e+001  1.7776684e+000  8.4358906e-001
  8.1404292e+003  4.9920543e-021  1.6572864e+003  7.2806000e+000  1.5790000e+000  8.6550000e-001
  8.1415075e+003  1.0717150e-022  7.9758120e+002  1.0323892e+001  1.7776684e+000  8.4358906e-001
  8.1502264e+003  3.2792860e-021  1.5587187e+003  9.3163000e+000  1.6336000e+000  7.8640000e-001
  8.1561092e+003  2.8535093e-021  1.6114706e+003  8.2985000e+000  1.6063000e+000  8.2590000e-001
  8.1679579e+003  7.6204268e-021  1.4980639e+003  1.0334100e+001  1.6609000e+000  7.4680000e-001
  8.1746718e+003  3.3012567e-021  1.5582751e+003  9.3163000e+000  1.6336000e+000  7.8640000e-001
  8.1879688e+003  4.3972312e-021  1.4297244e+003  1.1351900e+001  1.6881000e+000  7.0720000e-001
  8.1963213e+003  7.6785514e-021  1.4975498e+003  1.0334100e+001  1.6609000e+000  7.4680000e-001
  8.2101798e+003  4.9280976e-021  1.3535017e+003  1.2369700e+001  1.7154000e+000  6.6770000e-001
  8.2214214e+003  4.4368965e-021  1.4291181e+003  1.1351900e+001  1.6881000e+000  7.0720000e-001
  8.2345793e+003  1.0183083e-020  1.2691675e+003  1.3387600e+001  1.7427000e+000  6.2810000e-001
  8.2503115e+003  4.9817198e-021  1.3527740e+003  1.2369700e+001  1.7154000e+000  6.6770000e-001
  8.2562488e+003  1.5366653e-022  5.7998650e+002  1.0323892e+001  1.7776684e+000  8.4358906e-001
  8.2609820e+003  4.0961825e-021  1.1764598e+003  1.4405400e+001  1.7700000e+000  5.8850000e-001
  8.2835879e+003  1.0315239e-020  1.2682784e+003  1.3387600e+001  1.7427000e+000  6.2810000e-001
  8.3219113e+003  4.1627401e-021  1.1753538e+003  1.4405400e+001  1.7700000e+000  5.8850000e-001
  8.4900030e+003  1.5458925e-022  1.4996110e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  8.5809470e+003  6.9195730e-023  1.2417117e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  8.5838617e+003  6.9403168e-023  1.2413132e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  8.6266505e+003  1.0786469e-021  2.0529508e+003  1.3191000e+000  1.5160000e+000  1.2046000e+000
  8.6277361e+003  5.4585752e-022  2.0495280e+003  1.3101000e+000  1.5286000e+000  1.1575000e+000
  8.6308912e+003  5.6569104e-022  2.0392512e+003  2.1945000e+000  1.5412000e+000  1.1105000e+000
  8.6368145e+003  1.2178093e-021  2.0221406e+003  3.0789000e+000  1.5537000e+000  1.0634000e+000
  8.6395474e+003  5.4749392e-022  2.0493122e+003  1.3101000e+000  1.5286000e+000  1.1575000e+000
  8.6430522e+003  5.6751755e-022  2.0390297e+003  2.1945000e+000  1.5412000e+000  1.1105000e+000
  8.6436869e+003  6.5189747e-022  1.9980144e+003  2.1945000e+000  1.5412000e+000  1.1105000e+000
  8.6482303e+003  1.1873515e-021  2.0218180e+003  3.0789000e+000  1.5537000e+000  1.0634000e+000
  8.6533651e+003  7.2373454e-022  1.9669501e+003  4.8478000e+000  1.5789000e+000  9.6930000e-001
  8.6571827e+003  6.5415294e-022  1.9977686e+003  3.9634000e+000  1.5663000e+000  1.0163000e+000
  8.6652705e+003  1.6412672e-021  1.9288214e+003  5.7322000e+000  1.5915000e+000  9.2220000e-001
  8.6679554e+003  7.2640579e-022  1.9666843e+003  4.8478000e+000  1.5789000e+000  9.6930000e-001
  8.6794551e+003  9.4881010e-022  1.8835289e+003  6.6166000e+000  1.6041000e+000  8.7510000e-001
  8.6813168e+003  1.6480838e-021  1.9285289e+003  5.7322000e+000  1.5915000e+000  9.2220000e-001
  8.6849117e+003  9.8873361e-023  9.9447430e+002  1.0323892e+001  1.7776684e+000  8.4358906e-001
  8.6889781e+003  9.9261149e-023  9.9397980e+002  1.0323892e+001  1.7776684e+000  8.4358906e-001
  8.6959659e+003  1.1152681e-021  1.8309525e+003  7.5010000e+000  1.6167000e+000  8.2800000e-001
  8.6974130e+003  9.5318960e-022  1.8832015e+003  6.6166000e+000  1.6041000e+000  8.7510000e-001
  8.7148232e+003  2.6544790e-021  1.7709499e+003  8.3854000e+000  1.6293000e+000  7.8100000e-001
  8.7164174e+003  1.1209321e-021  1.8305797e+003  7.5010000e+000  1.6167000e+000  8.2800000e-001
  8.7361723e+003  1.5884710e-021  1.7033549e+003  9.2698000e+000  1.6419000e+000  7.3390000e-001
  8.7385586e+003  2.6704183e-021  1.7705179e+003  8.3854000e+000  1.6293000e+000  7.8100000e-001
  8.7599527e+003  1.8900761e-021  1.6279750e+003  1.0154200e+001  1.6545000e+000  6.8680000e-001
  8.7641183e+003  1.5998501e-021  1.7028456e+003  9.2698000e+000  1.6419000e+000  7.3390000e-001
  8.7861459e+003  4.3699785e-021  1.5445889e+003  1.1038600e+001  1.6671000e+000  6.3980000e-001
  8.7934488e+003  1.9062475e-021  1.6273641e+003  1.0154200e+001  1.6545000e+000  6.8680000e-001
  8.8003282e+003  1.9873726e-022  7.5820920e+002  1.0323892e+001  1.7776684e+000  8.4358906e-001
  8.8055334e+003  1.9951672e-022  7.5759210e+002  1.0323892e+001  1.7776684e+000  8.4358906e-001
  8.8147698e+003  2.3301254e-021  1.4529428e+003  1.1923000e+001  1.6797000e+000  5.9270000e-001
  8.8270346e+003  4.4154940e-021  1.5438432e+003  1.1038600e+001  1.6671000e+000  6.3980000e-001
  8.8455941e+003  1.9372216e-021  1.3527463e+003  1.2807500e+001  1.6923000e+000  5.4560000e-001
  8.8655468e+003  2.3603657e-021  1.4520164e+003  1.1923000e+001  1.6797000e+000  5.9270000e-001
  8.9097896e+003  1.9686989e-021  1.3515743e+003  1.2807500e+001  1.6923000e+000  5.4560000e-001
  8.9274712e+003  4.9725516e-023  5.3287590e+002  1.0323892e+001  1.7776684e+000  8.4358906e-001
  8.9351661e+003  5.0024102e-023  5.3210100e+002  1.0323892e+001  1.7776684e+000  8.4358906e-001
  9.0266171e+003  8.4426599e-023  1.7518549e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  9.1628207e+003  1.5899347e-022  2.3374967e+003  4.7370000e-001  1.6458000e+000  1.2661000e+000
  9.1661493e+003  1.6499823e-022  2.3273308e+003  1.2247000e+000  1.6437000e+000  1.2115000e+000
  9.1709121e+003  3.4377896e-022  2.3102919e+003  1.9757000e+000  1.6416000e+000  1.1569000e+000
  9.1714199e+003  3.1483231e-022  2.3407048e+003  1.9757000e+000  1.6416000e+000  1.1569000e+000
  9.1726119e+003  1.5935999e-022  2.3373174e+003  4.7370000e-001  1.6458000e+000  1.2661000e+000
  9.1762118e+003  1.6541668e-022  2.3271468e+003  1.2247000e+000  1.6437000e+000  1.2115000e+000
  9.1795503e+003  1.9119622e-022  2.2865411e+003  2.7267000e+000  1.6395000e+000  1.1024000e+000
  9.1810592e+003  2.1339257e-025  2.7982551e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  9.1831251e+003  3.5915283e-022  2.3102336e+003  1.9757000e+000  1.6416000e+000  1.1569000e+000
  9.1896989e+003  2.1334344e-022  2.2558161e+003  3.4777000e+000  1.6374000e+000  1.0478000e+000
  9.1906996e+003  1.9172524e-022  2.2863369e+003  2.7267000e+000  1.6395000e+000  1.1024000e+000
  9.2017485e+003  2.1393375e-022  2.2555952e+003  3.4777000e+000  1.6374000e+000  1.0478000e+000
  9.2021757e+003  4.8694431e-022  2.2181066e+003  3.4777000e+000  1.6374000e+000  1.0478000e+000
  9.2154361e+003  4.8851657e-022  2.2178636e+003  4.2287000e+000  1.6353000e+000  9.9320000e-001
  9.2170586e+003  2.8397447e-022  2.1733161e+003  4.9797000e+000  1.6332000e+000  9.3870000e-001
  9.2257587e+003  7.5889082e-023  1.2097188e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  9.2294046e+003  7.6116585e-023  1.2092877e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  9.2318962e+003  2.8495698e-022  2.1730442e+003  4.9797000e+000  1.6332000e+000  9.3870000e-001
  9.2344052e+003  3.3781529e-022  2.1213282e+003  5.7307000e+000  1.6311000e+000  8.8410000e-001
  9.2513021e+003  3.3921832e-022  2.1210185e+003  5.7307000e+000  1.6311000e+000  8.8410000e-001
  9.2542796e+003  8.1748407e-022  2.0620047e+003  6.4817000e+000  1.6290000e+000  8.2950000e-001
  9.2738494e+003  8.2144653e-022  2.0616460e+003  6.4817000e+000  1.6290000e+000  8.2950000e-001
  9.2767541e+003  5.0116334e-022  1.9951846e+003  7.2327000e+000  1.6269000e+000  7.7500000e-001
  9.2998220e+003  5.0394054e-022  1.9947619e+003  7.2327000e+000  1.6269000e+000  7.7500000e-001
  9.3018725e+003  6.1827160e-022  1.9206817e+003  7.9837000e+000  1.6248000e+000  7.2040000e-001
  9.3295247e+003  6.2241392e-022  1.9201748e+003  7.9837000e+000  1.6248000e+000  7.2040000e-001
  9.3296675e+003  1.5173274e-021  1.8382816e+003  7.9837000e+000  1.6248000e+000  7.2040000e-001
  9.3426619e+003  1.9805203e-022  9.5485760e+002  1.0323892e+001  1.7776684e+000  8.4358906e-001
  9.3484467e+003  1.9910368e-022  9.5431320e+002  1.0323892e+001  1.7776684e+000  8.4358906e-001
  9.3602223e+003  9.0527244e-022  1.7477389e+003  9.4857000e+000  1.6206000e+000  6.1130000e-001
  9.3634211e+003  1.5299573e-021  1.8376633e+003  8.7347000e+000  1.6227000e+000  6.6590000e-001
  9.3933767e+003  9.9719317e-022  1.6487731e+003  1.0236700e+001  1.6185000e+000  5.5670000e-001
  9.4020698e+003  9.1449071e-022  1.7469716e+003  9.4857000e+000  1.6206000e+000  6.1130000e-001
  9.4289962e+003  1.7142703e-021  1.5410632e+003  1.0987700e+001  1.6164000e+000  5.0220000e-001
  9.4462151e+003  1.0099022e-021  1.6478037e+003  1.0236700e+001  1.6185000e+000  5.5670000e-001
  9.4730524e+003  8.0534005e-023  7.1075490e+002  1.0323892e+001  1.7776684e+000  8.4358906e-001
  9.4969190e+003  1.7425261e-021  1.5398161e+003  1.0987700e+001  1.6164000e+000  5.0220000e-001
  9.6525107e+003  2.4253772e-023  1.7275547e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  9.6896673e+003  8.2695009e-023  2.6466305e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  9.6908156e+003  4.1877360e-023  2.6432829e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  9.6942400e+003  4.3519039e-023  2.6332320e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  9.6987898e+003  4.1954572e-023  2.6431358e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  9.7011398e+003  9.5450739e-023  2.6165497e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  9.7024974e+003  4.3599278e-023  2.6330810e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  9.7074305e+003  9.0215113e-023  2.6162006e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  9.7081989e+003  5.0649982e-023  2.5929058e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  9.7173240e+003  5.0755054e-023  2.5927382e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  9.7187555e+003  5.6725626e-023  2.5625325e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  9.7285830e+003  5.6856392e-023  2.5623512e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  9.7317375e+003  1.3013056e-022  2.5252574e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  9.7425672e+003  1.3046058e-022  2.5250581e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  9.7472368e+003  7.6397526e-023  2.4809872e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  9.7593533e+003  7.6608912e-023  2.4807640e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  9.7625820e+003  4.9383208e-023  1.4433121e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  9.7653255e+003  9.1702103e-023  2.4296087e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  9.7791112e+003  9.1977012e-023  2.4293546e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  9.7860491e+003  2.2458425e-022  2.3709884e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  9.8020175e+003  2.2541318e-022  2.3706940e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  9.8094996e+003  1.3998429e-022  2.3049703e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  9.8283317e+003  1.4059805e-022  2.3046234e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  9.8358365e+003  1.7688023e-022  2.2313743e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  9.8584194e+003  1.7781946e-022  2.2309586e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  9.8650372e+003  4.5006920e-022  2.1499934e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  9.8790650e+003  1.5991135e-022  1.1704421e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
  9.8824518e+003  1.6002185e-022  1.1699677e+003  1.0323892e+001  1.7776684e+000  8.4358906e-001
