   0 -8067.211752476067
   1 -8067.211752476067
   2 -8067.211752476067
   3 -8067.211752476067
   4 -8067.211752476067
   5 -8067.211752476067
   6 -8067.211752476067
   7 -8067.211752476067
   8 -8067.211752476067
   9 -8067.211752476067
   0 -8067.211752476067
   1 -8067.211752476067
   2 -8067.211752476067
   3 -8067.211752476067
   4 -8067.211752476067
   5 -8067.211752476067
   6 -8067.211752476067
   7 -8067.211752476067
   8 -8067.211752476067
   9 -8067.211752476067
   0 -8067.211752476067
   1 -8067.211752476067
   2 -8067.211752476067
   3 -8067.211752476067
   4 -8067.211752476067
   5 -8067.211752476067
   6 -8067.211752476067
   7 -8067.211752476067
   8 -8067.211752476067
   9 -8067.211752476067
   0 -8067.211752476067
   1 -8067.211752476067
   2 -8067.211752476067
   3 -8067.211752476067
   4 -8067.211752476067
   5 -8067.211752476067
   6 -8067.211752476067
   7 -8067.211752476067
   8 -8067.211752476067
   9 -8067.211752476067
   0 -8067.211752476067
   1 -8067.211752476067
   2 -8067.211752476067
   3 -8067.211752476067
   4 -8067.211752476067
   5 -8067.211752476067
   6 -8067.211752476067
   7 -8067.211752476067
   8 -8067.211752476067
   9 -8067.211752476067
   0 -8067.211752476067
   1 -8067.211752476067
   2 -8067.211752476067
   3 -8067.211752476067
   4 -8067.211752476067
   5 -8067.211752476067
   6 -8067.211752476067
   7 -8067.211752476067
   8 -8067.211752476067
   9 -8067.211752476067
   0 -8067.211752476067
   1 -8067.211752476067
   2 -8067.211752476067
   3 -8067.211752476067
   4 -8067.211752476067
   5 -8067.211752476067
   6 -8067.211752476067
   7 -8067.211752476067
   8 -8067.211752476067
   9 -8067.211752476067
   0 -8067.211752476067
   1 -8067.211752476067
   2 -8067.211752476067
   3 -8067.211752476067
   4 -8067.211752476067
   5 -8067.211752476067
   6 -8067.211752476067
   7 -8067.211752476067
   8 -8067.211752476067
   9 -8067.211752476067
   0 -8067.211752476067
   1 -8067.211752476067
   2 -8067.211752476067
   3 -8067.211752476067
   4 -8067.211752476067
   5 -8067.211752476067
   6 -8067.211752476067
   7 -8067.211752476067
   8 -8067.211752476067
   9 -8067.211752476067
   0 -8067.211752476067
   1 -8067.211752476067
   2 -8067.211752476067
   3 -8067.211752476067
   4 -8067.211752476067
   5 -8067.211752476067
   6 -8067.211752476067
   7 -8067.211752476067
   8 -8067.211752476067
   9 -8067.211752476067
   0 -8067.211752476067
   1 -8067.211752476067
   2 -8067.211752476067
   3 -8067.211752476067
   4 -8067.211752476067
   5 -8067.211752476067
   6 -8067.211752476067
   7 -8067.211752476067
   8 -8067.211752476067
   9 -8067.211752476067
   0 -8067.211752476067
   1 -8067.211752476067
   2 -8067.211752476067
   3 -8067.211752476067
   4 -8067.211752476067
   5 -8067.211752476067
   6 -8067.211752476067
   7 -8067.211752476067
   8 -8067.211752476067
   9 -8067.211752476067
   0 -8067.211752476067
   1 -8067.211752476067
   2 -8067.211752476067
   3 -8067.211752476067
   4 -8067.211752476067
   5 -8067.211752476067
   6 -8067.211752476067
   7 -8067.211752476067
   8 -8067.211752476067
   9 -8067.211752476067
   0 -8067.211752476067
   1 -8067.211752476067
   2 -8067.211752476067
   3 -8067.211752476067
   4 -8067.211752476067
   5 -8067.211752476067
   6 -8067.211752476067
   7 -8067.211752476067
   8 -8067.211752476067
   9 -8067.211752476067
   0 -8067.211752476067
   1 -8067.211752476067
   2 -8067.211752476067
   3 -8067.211752476067
   4 -8067.211752476067
   5 -8067.211752476067
   6 -8067.211752476067
   7 -8067.211752476067
   8 -8067.211752476067
   9 -8067.211752476067
   0 -8067.211752476067
   1 -8067.211752476067
   2 -8067.211752476067
   3 -8067.211752476067
   4 -8067.211752476067
   5 -8067.211752476067
   6 -8067.211752476067
   7 -8067.211752476067
   8 -8067.211752476067
   9 -8067.211752476067
   0 -8067.211752476067
   1 -8067.211752476067
   2 -8067.211752476067
   3 -8067.211752476067
   4 -8067.211752476067
   5 -8067.211752476067
   6 -8067.211752476067
   7 -8067.211752476067
   8 -8067.211752476067
   9 -8067.211752476067
   0 -8067.211752476067
   1 -8067.211752476067
   2 -8067.211752476067
   3 -8067.211752476067
   4 -8067.211752476067
