	fo		Io 		Eo	     gammaNH3o 	     H2HeBroad
  2.2732429e+001  1.3803185e-023  3.2357560e+002  2.1900000e+001  3.3282926e+000
  2.2834185e+001  1.2088692e-023  1.0362870e+002  1.8500000e+001  1.0047562e+000
  2.2924940e+001  2.1816210e-023  4.2166490e+002  2.2100000e+001  3.9539969e+000
  2.3004770e+001  4.2342773e-026  1.7469716e+003  2.1800000e+001  4.8863440e+000
  2.3098819e+001  5.5741583e-024  5.5145300e+001  1.3300000e+001  3.0457533e-001
  2.3232238e+001  7.8973120e-024  5.3210100e+002  2.2100000e+001  4.5000703e+000
  2.3651579e+001  9.3557648e-033  4.4055268e+003  2.2300000e+001  4.9768679e+000
  2.3657471e+001  5.2927246e-024  6.5485340e+002  2.2300000e+001  4.9768679e+000
  2.3690434e+001  2.2298687e-036  6.9758015e+003  1.9300000e+001  1.8368056e+000
  2.3694496e+001  1.2763780e-023  1.5379600e+001  1.9300000e+001  1.8368056e+000
  2.3722633e+001  2.4773040e-023  4.4002600e+001  2.2400000e+001  3.9520805e+000
  2.3735458e+001  1.7574351e-030  3.9464228e+003  2.2400000e+001  3.9520805e+000
  2.3777335e+001  1.7461409e-026  1.9621028e+003  2.2000000e+001  5.1504554e+000
  2.3870129e+001  6.4830489e-023  8.5068200e+001  2.3900000e+001  5.3901135e+000
  2.4139416e+001  3.5122005e-023  1.3856460e+002  2.4300000e+001  6.3741156e+000
  2.4205287e+001  6.6157532e-024  7.8988780e+002  2.2500000e+001  5.3947112e+000
  2.4532989e+001  3.3610835e-023  2.0447580e+002  2.4400000e+001  7.0794610e+000
  2.4679782e+001  1.3616933e-026  2.1891755e+003  2.2230000e+001  5.3947185e+000
  2.4881922e+001  1.9363297e-024  9.3716570e+002  2.2700000e+001  5.7627313e+000
  2.4898011e+001  8.9120845e-031  4.2620754e+003  2.2700000e+001  5.7627313e+000
  2.4963905e+001  1.7987852e-037  7.3860757e+003  2.4500000e+001  7.6069212e+000
  2.5056025e+001  5.8408936e-023  2.8278110e+002  2.4500000e+001  7.6069212e+000
  2.5695230e+001  1.0650728e-024  1.0966447e+003  2.2900000e+001  6.0886471e+000
  2.5715182e+001  2.3392643e-023  3.7345590e+002  2.2900000e+001  6.0886471e+000
  2.5721870e+001  2.5135024e-027  2.4281225e+003  2.4500000e+001  8.0152052e+000
  2.6200111e+001  1.0741855e-031  4.5889439e+003  1.4051737e+001  2.1054946e+000
  2.6498358e+001  2.7859884e-038  7.8069285e+003  2.4600000e+001  8.3401619e+000
  2.6518981e+001  1.7417238e-023  4.7647110e+002  2.4600000e+001  8.3401619e+000
  2.6654847e+001  1.1032636e-024  1.2682784e+003  2.3100000e+001  6.3788661e+000
  2.6914979e+001  8.7877825e-028  2.6788690e+003  2.2610000e+001  5.8311874e+000
  2.7477943e+001  2.4253772e-023  5.9179370e+002  2.4700000e+001  8.6047300e+000
  2.7650847e+001  2.4636516e-032  4.9269138e+003  2.3300000e+001  6.6386743e+000
  2.7772294e+001  2.6963688e-025  1.4520164e+003  2.3300000e+001  6.6386743e+000
  2.8272348e+001  5.8261183e-028  2.9413314e+003  1.4051737e+001  2.1054946e+000
  2.8485779e+001  8.3575560e-039  8.2376324e+003  2.4800000e+001  8.8242043e+000
  2.8604737e+001  7.9228110e-024  7.1938650e+002  2.4800000e+001  8.8242043e+000
  2.9061197e+001  1.2450285e-025  1.6478037e+003  2.3500000e+001  6.8724323e+000
  2.9260098e+001  1.0756706e-032  5.2758869e+003  1.4051737e+001  2.1054946e+000
  2.9808892e+001  9.1596588e-029  3.2154159e+003  2.4900000e+001  9.0091490e+000
  2.9914486e+001  4.8705645e-024  8.5920820e+002  2.4900000e+001  9.0091490e+000
  3.0537403e+001  1.0873749e-025  1.8555804e+003  2.3600000e+001  7.0837479e+000
  3.1039732e+001  1.1180965e-033  5.6357953e+003  1.4051737e+001  2.1054946e+000
  3.1424943e+001  5.6464995e-024  1.0112138e+003  2.4900000e+001  9.1670840e+000
  3.1541691e+001  2.7345086e-029  3.5010183e+003  1.4051737e+001  2.1054946e+000
  3.2219300e+001  2.2479120e-026  2.0752803e+003  2.3710000e+001  7.2756191e+000
  3.3006222e+001  2.2134988e-034  6.0066109e+003  2.5000000e+001  9.3035026e+000
  3.3156849e+001  1.5451808e-024  1.1753538e+003  2.5000000e+001  9.3035026e+000
  3.3182690e+001  2.3816574e-033  4.8133390e+003  2.5000000e+001  9.3035026e+000
  3.3489875e+001  1.5508839e-029  3.7980257e+003  1.4051737e+001  2.1054946e+000
  3.4128050e+001  8.8039851e-027  2.3068298e+003  2.3830000e+001  7.4505508e+000
  3.5134303e+001  7.9942789e-025  1.3515743e+003  2.5100000e+001  9.4225078e+000
  3.5185495e+001  8.3517848e-035  6.3883347e+003  1.4051737e+001  2.1054946e+000
  3.5674929e+001  2.0901589e-030  4.1063206e+003  1.4051737e+001  2.1054946e+000
  3.6287873e+001  6.5385176e-027  2.5501462e+003  2.3940000e+001  7.6106472e+000
  3.7385128e+001  7.8267110e-025  1.5398161e+003  2.5100000e+001  9.5272252e+000
  3.7620983e+001  7.5124103e-036  6.7809410e+003  1.4051737e+001  2.1054946e+000
  3.8121026e+001  5.3589450e-031  4.4257895e+003  1.4051737e+001  2.1054946e+000
  3.8726458e+001  1.1515407e-027  2.8051368e+003  1.4051737e+001  2.1054946e+000
  3.9768716e+001  4.0623683e-034  5.2372904e+003  2.5200000e+001  9.6200761e+000
  3.9941430e+001  1.8145933e-025  1.7400140e+003  2.5200000e+001  9.6200761e+000
  4.0385919e+001  1.2920499e-036  7.1842239e+003  1.4051737e+001  2.1054946e+000
  4.0855648e+001  2.6150458e-031  4.7563356e+003  1.4051737e+001  2.1054946e+000
  4.1475428e+001  3.8501646e-028  3.0716984e+003  1.4051737e+001  2.1054946e+000
  4.2840032e+001  7.9703849e-026  1.9520948e+003  2.5190000e+001  9.7029655e+000
  4.3601206e+001  4.2695224e-037  7.5974676e+003  1.4051737e+001  2.1054946e+000
  4.3910633e+001  3.0365420e-032  5.0978920e+003  1.4051737e+001  2.1054946e+000
  4.4570676e+001  2.4450024e-028  3.3497187e+003  1.4051737e+001  2.1054946e+000
  4.6123291e+001  6.6401715e-026  2.1759765e+003  2.5230000e+001  9.7774120e+000
  4.7323876e+001  6.7139685e-033  5.4504319e+003  1.4051737e+001  2.1054946e+000
  4.7462016e+001  3.4267253e-038  8.0188124e+003  1.4051737e+001  2.1054946e+000
  4.8053141e+001  3.6887506e-029  3.6390809e+003  1.4051737e+001  2.1054946e+000
  4.9839645e+001  1.3121373e-026  2.4115669e+003  2.5270000e+001  9.8446409e+000
  5.1141933e+001  2.8279993e-033  5.8139581e+003  1.4051737e+001  2.1054946e+000
  5.1263891e+001  7.3752933e-035  5.6770006e+003  1.4051737e+001  2.1054946e+000
  5.1969461e+001  1.0584718e-029  3.9396723e+003  1.4051737e+001  2.1054946e+000
  5.2280622e+001  5.4610895e-039  8.4441423e+003  1.4051737e+001  2.1054946e+000
  5.4044453e+001  4.9212938e-027  2.6587628e+003  1.4051737e+001  2.1054946e+000
  5.5423690e+001  2.8371304e-034  6.1884473e+003  1.4051737e+001  2.1054946e+000
  5.6372822e+001  5.7766931e-030  4.2513963e+003  1.4051737e+001  2.1054946e+000
  5.8800894e+001  3.5065440e-027  2.9174520e+003  1.4051737e+001  2.1054946e+000
  6.0245056e+001  5.4322444e-035  6.5736987e+003  1.4051737e+001  2.1054946e+000
  6.1323834e+001  7.5003114e-031  4.5741867e+003  1.4051737e+001  2.1054946e+000
  6.2179190e+001  1.0906347e-035  6.1322963e+003  1.4051737e+001  2.1054946e+000
  6.4181168e+001  5.9344339e-028  3.1875178e+003  1.4051737e+001  2.1054946e+000
  6.5704043e+001  1.9914954e-035  6.9690074e+003  1.4051737e+001  2.1054946e+000
  6.6891252e+001  1.8534433e-031  4.9080167e+003  1.4051737e+001  2.1054946e+000
  7.0267084e+001  1.9093225e-028  3.4688470e+003  1.4051737e+001  2.1054946e+000
  7.1924865e+001  1.7631095e-036  7.3725371e+003  1.4051737e+001  2.1054946e+000
  7.3152132e+001  8.7152389e-032  5.2528896e+003  1.4051737e+001  2.1054946e+000
  7.6877965e+001  1.5466046e-036  6.6028544e+003  1.4051737e+001  2.1054946e+000
  7.7151002e+001  1.1683670e-028  3.7613428e+003  1.4051737e+001  2.1054946e+000
  7.9059703e+001  3.0717035e-037  7.7802057e+003  1.4051737e+001  2.1054946e+000
  8.0190571e+001  9.7471870e-033  5.6087825e+003  1.4051737e+001  2.1054946e+000
  8.4935843e+001  1.6997275e-029  4.0649382e+003  1.4051737e+001  2.1054946e+000
  8.7291609e+001  1.0939042e-037  8.1838313e+003  1.4051737e+001  2.1054946e+000
  8.8093491e+001  2.0752924e-033  5.9754963e+003  1.4051737e+001  2.1054946e+000
  9.2617775e+001  1.9256586e-037  7.0884560e+003  1.4051737e+001  2.1054946e+000
  9.3733836e+001  4.7019640e-030  4.3796057e+003  1.4051737e+001  2.1054946e+000
  9.6940737e+001  8.4329456e-034  6.3523323e+003  1.4051737e+001  2.1054946e+000
  1.0366268e+002  2.4716063e-030  4.7053475e+003  1.4051737e+001  2.1054946e+000
  1.0678498e+002  8.2352976e-035  6.7374691e+003  1.4051737e+001  2.1054946e+000
  1.1159876e+002  2.2298687e-038  7.5888163e+003  1.4051737e+001  2.1054946e+000
  1.1483709e+002  3.0851714e-031  5.0421391e+003  1.4051737e+001  2.1054946e+000
  1.1761491e+002  1.5724589e-035  7.1268486e+003  1.4051737e+001  2.1054946e+000
  1.2735241e+002  7.3127259e-032  5.3897796e+003  1.4051737e+001  2.1054946e+000
  1.2929498e+002  6.0768609e-036  7.5122926e+003  1.4051737e+001  2.1054946e+000
  1.4125522e+002  3.2974582e-032  5.7475685e+003  1.4051737e+001  2.1054946e+000
  1.4147986e+002  6.3588605e-037  7.8784572e+003  1.4051737e+001  2.1054946e+000
  1.5649314e+002  3.5569626e-033  6.1136848e+003  1.4051737e+001  2.1054946e+000
  1.7283206e+002  7.4572602e-034  6.4840748e+003  1.4051737e+001  2.1054946e+000
  1.8972500e+002  3.1425290e-034  6.8505655e+003  1.4051737e+001  2.1054946e+000
  2.0611217e+002  3.5495990e-035  7.1977868e+003  1.4051737e+001  2.1054946e+000
  2.2012793e+002  9.6756310e-036  7.4983212e+003  1.4051737e+001  2.1054946e+000
