Frequency (Hz),N,M,L,Absorption (dB/km),2_ Absorption ,Refraction,2_ Refraction,Pressure (bars),2_ Pressure ,Temperature K,2_ Temperature ,2_ Dielectric,2_ Transmissivity,2_ Instrumentation _wave ,Argon Refrac,2_ Refraction Ar,T Argon K,P Argon (bars) ,Ideal H2O conc,Ideal He conc,Ideal H2 conc,H2O Hygrometer Partial Pressure (mbars),2_ Hygrometer ,H2 density (g/m**3),He density (g/m**3),H2O density (g/m**3),X H2O ,X He mole fraction,X H2 mole fraction,Quality Flag
5075347239,0,3,6,0.417981302,0.156789334,1233.660242,0.779619523,0.44435,0.001178066,376.238389,0.254503901,1.58047E-06,0.156006752,0.001992814,1234.278212,0.779687357,376.196387,3.79993,1,0,0,413.982544,15.45183302,0,0,257.5325486,1,0,0,0
5295955659,0,2,8,0.982291,0.411852021,1233.725725,0.780011919,0.44435,0.001178066,376.238389,0.254503901,1.94277E-05,0.411820176,0.002363047,1234.48662,0.780108238,376.2024905,3.80299,1,0,0,413.982544,15.45183302,0,0,257.5325486,1,0,0,0
5932508118,0,3,8,0.693584532,0.284204703,1233.738964,0.781877978,0.44435,0.001178066,376.238389,0.254503901,4.82883E-05,0.248801837,0.004705067,1234.000742,0.77971866,376.212744,3.79986,1,0,0,413.982544,15.45183302,0,0,257.5325486,1,0,0,0
1809332826,0,1,2,0.087640752,0.056556536,2350.448225,0.780295472,12.14931,0.00739465,376.1749534,0.25441139,7.90467E-06,0.056101202,0.00086751,2348.983286,0.780369854,376.25083,11.80983,0.036574094,0,0.963425906,434.821808,15.63511664,750.3919776,0,257.5325486,0.036983605,0,0.963016395,0
2225939993,0,1,3,0.0928602,0.107735918,2351.689544,0.780129864,12.14931,0.00739465,376.1749534,0.25441139,8.31581E-06,0.107709195,0.000623625,2350.311538,0.780141206,376.248511,11.80883,0.036574094,0,0.963425906,434.821808,15.63511664,750.3919776,0,257.5325486,0.036983605,0,0.963016395,0
2794799794,0,2,2,0.092082875,0.056682806,2348.269905,0.780108451,12.14931,0.00739465,376.1749534,0.25441139,7.88958E-07,0.056521217,0.000314813,2347.007351,0.78010621,376.232031,11.80883,0.036574094,0,0.963425906,434.821808,15.63511664,750.3919776,0,257.5325486,0.036983605,0,0.963016395,0
3080931282,0,2,3,0.18956418,0.153743231,2349.232249,0.780117085,12.14931,0.00739465,376.1749534,0.25441139,2.30699E-06,0.153673619,0.000462886,2348.020783,0.780106653,376.2311765,11.80983,0.036574094,0,0.963425906,434.821808,15.63511664,750.3919776,0,257.5325486,0.036983605,0,0.963016395,0
3441766126,0,2,4,0.344588145,0.235160132,2349.887948,0.780157751,12.14931,0.00739465,376.1749534,0.25441139,1.98416E-05,0.233406392,0.000757434,2348.481133,0.780106698,376.2586425,11.80833,0.036574094,0,0.963425906,434.821808,15.63511664,750.3919776,0,257.5325486,0.036983605,0,0.963016395,0
4309332648,0,2,6,0.665632192,0.370847525,2351.279244,0.780299466,12.14931,0.00739465,376.1749534,0.25441139,1.31291E-05,0.367959391,0.001606018,2350.136406,0.780292758,376.2566895,11.81283,0.036574094,0,0.963425906,434.821808,15.63511664,750.3919776,0,257.5325486,0.036983605,0,0.963016395,0
5069697071,0,3,6,0.51068171,0.15237281,2349.816847,0.780452262,12.14931,0.00739465,376.1749534,0.25441139,6.28322E-06,0.149110896,0.002404986,2348.799086,0.780452543,376.2494875,11.80726,0.036574094,0,0.963425906,434.821808,15.63511664,750.3919776,0,257.5325486,0.036983605,0,0.963016395,0
5290058248,0,2,8,1.184227339,0.454536732,2352.458887,0.78082471,12.14931,0.00739465,376.1749534,0.25441139,2.19719E-05,0.451190931,0.002162396,2351.385048,0.780735085,376.2428955,11.80716,0.036574094,0,0.963425906,434.821808,15.63511664,750.3919776,0,257.5325486,0.036983605,0,0.963016395,0
5925902839,0,3,8,0.872717985,0.267061953,2351.080248,0.780549453,12.14931,0.00739465,376.1749534,0.25441139,2.91819E-05,0.264371178,0.003091837,2349.666905,0.780786525,376.266577,11.80723,0.036574094,0,0.963425906,434.821808,15.63511664,750.3919776,0,257.5325486,0.036983605,0,0.963016395,0
1503660806,0,1,1,0.029598168,0.023080693,3207.612316,0.781024075,21.13974,0.00739465,376.1967429,0.254443167,1.14547E-06,0.023078871,0.000251026,3207.261917,0.781017349,376.2218995,16.1374,0.021019653,0,0.978980347,435.976288,15.65528094,1320.377416,0,257.5325486,0.021359392,0,0.978640608,0
1807777087,0,1,2,0.120551446,0.07121411,3211.532479,0.7813172,21.13974,0.00739465,376.1967429,0.254443167,5.27855E-06,0.071202347,0.000601673,3210.851468,0.781052274,376.232764,16.13624,0.021019653,0,0.978980347,435.976288,15.65528094,1320.377416,0,257.5325486,0.021359392,0,0.978640608,0
2224025324,0,1,3,0.134090688,0.100605031,3214.318179,0.781057167,21.13974,0.00739465,376.1967429,0.254443167,1.75784E-06,0.100575481,0.000894617,3213.809539,0.781109737,376.219824,16.1363,0.021019653,0,0.978980347,435.976288,15.65528094,1320.377416,0,257.5325486,0.021359392,0,0.978640608,0
2792396448,0,2,2,0.094235796,0.05460526,3207.989261,0.781016651,21.13974,0.00739465,376.1967429,0.254443167,9.83925E-07,0.054577729,0.000437949,3207.691596,0.781038149,376.2184815,16.1363,0.021019653,0,0.978980347,435.976288,15.65528094,1320.377416,0,257.5325486,0.021359392,0,0.978640608,0
3078281606,0,2,3,0.222013724,0.165965257,3209.927748,0.781047414,21.13974,0.00739465,376.1967429,0.254443167,2.28687E-06,0.165926612,0.000574732,3209.744915,0.781034619,376.212988,16.13488,0.021019653,0,0.978980347,435.976288,15.65528094,1320.377416,0,257.5325486,0.021359392,0,0.978640608,0
3438805248,0,2,4,0.316850185,0.229953579,3211.946948,0.781062948,21.13974,0.00739465,376.1967429,0.254443167,2.29886E-05,0.229941332,0.000876703,3211.831841,0.781065946,376.1977295,16.13689,0.021019653,0,0.978980347,435.976288,15.65528094,1320.377416,0,257.5325486,0.021359392,0,0.978640608,0
4305626206,0,2,6,0.692070612,0.433596286,3214.571801,0.781148763,21.13974,0.00739465,376.1967429,0.254443167,4.12354E-05,0.433580171,0.00192636,3214.404308,0.781260549,376.2140865,16.13993,0.021019653,0,0.978980347,435.976288,15.65528094,1320.377416,0,257.5325486,0.021359392,0,0.978640608,0
5065337022,0,3,6,0.481127693,0.152988994,3211.958567,0.781314146,21.13974,0.00739465,376.1967429,0.254443167,7.35667E-08,0.151098033,0.002641361,3211.929146,0.781447788,376.1977295,16.13644,0.021019653,0,0.978980347,435.976288,15.65528094,1320.377416,0,257.5325486,0.021359392,0,0.978640608,0
5285507023,0,2,8,1.199266946,0.447354345,3216.722281,0.781669768,21.13974,0.00739465,376.1967429,0.254443167,1.26033E-06,0.445015274,0.002837732,3216.638849,0.781866938,376.2012695,16.13604,0.021019653,0,0.978980347,435.976288,15.65528094,1320.377416,0,257.5325486,0.021359392,0,0.978640608,0
5920805879,0,3,8,0.879568546,0.280029346,3214.213006,0.781342112,21.13974,0.00739465,376.1967429,0.254443167,3.98855E-05,0.266673553,0.003472789,3214.097245,0.78159477,376.193823,16.13897,0.021019653,0,0.978980347,435.976288,15.65528094,1320.377416,0,257.5325486,0.021359392,0,0.978640608,0
1803712066,0,1,2,0.104384968,0.064511658,5469.482049,0.782305545,44.83008575,0.041367899,376.2449607,0.254513484,5.26809E-08,0.064483733,0.000611993,5470.332857,0.782532017,376.191504,27.44652661,0.00991187,0,0.99008813,434.460358,15.65921501,2796.241371,0,257.5325486,0.010200845,0,0.989799155,0
2219023970,0,1,3,0.082445982,0.106179866,5475.624462,0.782185256,44.83008575,0.041367899,376.2449607,0.254513484,2.13457E-06,0.106162796,0.00064165,5476.424006,0.782322242,376.196753,27.45000225,0.00991187,0,0.99008813,434.460358,15.65921501,2796.241371,0,257.5325486,0.010200845,0,0.989799155,0
2786117820,0,2,2,0.113870127,0.059759277,5461.916547,0.782170436,44.83008575,0.041367899,376.2449607,0.254513484,7.49456E-07,0.059614913,0.000378914,5462.938345,0.782131901,376.181616,27.44501412,0.00991187,0,0.99008813,434.460358,15.65921501,2796.241371,0,257.5325486,0.010200845,0,0.989799155,0
3071359535,0,2,3,0.221413574,0.173409537,5466.43273,0.782188263,44.83008575,0.041367899,376.2449607,0.254513484,9.04094E-07,0.173396118,0.000476155,5467.601469,0.782151917,376.1814945,27.44868486,0.00991187,0,0.99008813,434.460358,15.65921501,2796.241371,0,257.5325486,0.010200845,0,0.989799155,0
3431072621,0,2,4,0.32826818,0.189757211,5470.489456,0.782159424,44.83008575,0.041367899,376.2449607,0.254513484,1.84909E-06,0.189729093,0.000582337,5471.390134,0.782148508,376.197119,27.45205344,0.00991187,0,0.99008813,434.460358,15.65921501,2796.241371,0,257.5325486,0.010200845,0,0.989799155,0
4295942665,0,2,6,0.660156091,0.391969894,5476.663416,0.782288,44.83008575,0.041367899,376.2449607,0.254513484,1.78252E-05,0.391946081,0.001462809,5477.832172,0.782317618,376.1886965,27.45190323,0.00991187,0,0.99008813,434.460358,15.65921501,2796.241371,0,257.5325486,0.010200845,0,0.989799155,0
5053947333,0,3,6,0.531831944,0.145714878,5470.628974,0.782383976,44.83008575,0.041367899,376.2449607,0.254513484,1.87794E-07,0.145701122,0.001841603,5471.711207,0.782458497,376.1835695,27.45211905,0.00991187,0,0.99008813,434.460358,15.65921501,2796.241371,0,257.5325486,0.010200845,0,0.989799155,0
5273621310,0,2,8,1.218668693,0.385724748,5480.459367,0.78253769,44.83008575,0.041367899,376.2449607,0.254513484,4.40791E-06,0.385700086,0.002228163,5481.595957,0.78249245,376.1801515,27.45972125,0.00991187,0,0.99008813,434.460358,15.65921501,2796.241371,0,257.5325486,0.010200845,0,0.989799155,0
5907491741,0,3,8,1.07881347,0.320096531,5475.338681,0.782575439,44.83008575,0.041367899,376.2449607,0.254513484,1.0359E-05,0.310569843,0.00295736,5476.459254,0.783269527,376.182837,27.44982959,0.00991187,0,0.99008813,434.460358,15.65921501,2796.241371,0,257.5325486,0.010200845,0,0.989799155,0
1496076400,0,1,1,0.03587356,0.019657981,8278.455486,0.783220108,75.09666998,0.041367899,376.2264265,0.254486455,8.04072E-07,0.019656216,0.000182781,8279.44371,0.783372443,376.1573245,41.53521684,0.00591704,0,0.99408296,429.207062,15.59933972,4629.525244,0,257.5325486,0.006186318,0,0.993813682,0
1798658587,0,1,2,0.119791013,0.06316411,8292.027278,0.783252716,75.09666998,0.041367899,376.2264265,0.254486455,1.93066E-07,0.063073453,0.000574332,8292.488412,0.783526257,376.1972415,41.53683638,0.00591704,0,0.99408296,429.207062,15.59933972,4629.525244,0,257.5325486,0.006186318,0,0.993813682,0
2212806827,0,1,3,0.12177875,0.090294021,8302.289168,0.783224368,75.09666998,0.041367899,376.2264265,0.254486455,5.87071E-07,0.090115327,0.000509475,8302.625239,0.783284928,376.195532,41.529709,0.00591704,0,0.99408296,429.207062,15.59933972,4629.525244,0,257.5325486,0.006186318,0,0.993813682,0
2778312283,0,2,2,0.134988612,0.055583898,8279.485153,0.783193286,75.09666998,0.041367899,376.2264265,0.254486455,3.99464E-07,0.054618004,0.000469832,8280.227071,0.783211826,376.179663,41.52754903,0.00591704,0,0.99408296,429.207062,15.59933972,4629.525244,0,257.5325486,0.006186318,0,0.993813682,0
3062754735,0,2,3,0.228939336,0.138685635,8287.035018,0.78322784,75.09666998,0.041367899,376.2264265,0.254486455,1.23395E-06,0.138547195,0.000397918,8287.54274,0.783255601,376.18479,41.52774241,0.00591704,0,0.99408296,429.207062,15.59933972,4629.525244,0,257.5325486,0.006186318,0,0.993813682,0
3421461680,0,2,4,0.388748299,0.233128874,8293.213735,0.78321345,75.09666998,0.041367899,376.2264265,0.254486455,5.91286E-06,0.23311904,0.000543142,8293.84292,0.783266222,376.1890625,41.52880081,0.00591704,0,0.99408296,429.207062,15.59933972,4629.525244,0,257.5325486,0.006186318,0,0.993813682,0
4283907597,0,2,6,0.832762121,0.434356328,8303.755042,0.783313374,75.09666998,0.041367899,376.2264265,0.254486455,4.41447E-06,0.433927157,0.00098721,8304.984716,0.783384888,376.1596435,41.52659767,0.00591704,0,0.99408296,429.207062,15.59933972,4629.525244,0,257.5325486,0.006186318,0,0.993813682,0
5039790373,0,3,6,0.60531816,0.170401093,8293.631177,0.783443583,75.09666998,0.041367899,376.2264265,0.254486455,5.59828E-07,0.170209816,0.001547259,8294.874951,0.783671804,376.1628175,41.52729004,0.00591704,0,0.99408296,429.207062,15.59933972,4629.525244,0,257.5325486,0.006186318,0,0.993813682,0
5258848435,0,2,8,1.331827502,0.376978128,8309.601229,0.784129214,75.09666998,0.041367899,376.2264265,0.254486455,1.65752E-05,0.374936137,0.002035169,8310.873048,0.783597549,376.170142,41.53733364,0.00591704,0,0.99408296,429.207062,15.59933972,4629.525244,0,257.5325486,0.006186318,0,0.993813682,0
5890941001,0,3,8,1.044989995,0.287066615,8301.626885,0.783572798,75.09666998,0.041367899,376.2264265,0.254486455,1.35097E-05,0.280398303,0.002400796,8303.004319,0.783685104,376.163794,41.52657868,0.00591704,0,0.99408296,429.207062,15.59933972,4629.525244,0,257.5325486,0.006186318,0,0.993813682,0
1492763732,0,1,1,0.03779034,0.016957883,10510.22765,0.784052988,99.58242207,0.041367899,376.1736307,0.254409461,3.56813E-07,0.016956015,0.000199612,10510.29528,0.791769723,376.1366945,52.58596842,0.004462133,0,0.995537867,424.525482,15.53163033,6071.971324,0,257.5325486,0.00472365,0,0.99527635,0
1794675629,0,1,2,0.13434897,0.064166655,10528.29299,0.784256893,99.58242207,0.041367899,376.1736307,0.254409461,9.70033E-08,0.064145495,0.000493788,10528.35351,0.78553941,376.152319,52.61529636,0.004462133,0,0.995537867,424.525482,15.53163033,6071.971324,0,257.5325486,0.00472365,0,0.99527635,0
2207906855,0,1,3,0.128567553,0.101699114,10541.82908,0.784119645,99.58242207,0.041367899,376.1736307,0.254409461,3.24783E-07,0.101687489,0.000501607,10542.0286,0.784092618,376.158789,52.62820956,0.004462133,0,0.995537867,424.525482,15.53163033,6071.971324,0,257.5325486,0.00472365,0,0.99527635,0
2772160002,0,2,2,0.153867227,0.04933457,10511.78664,0.784106939,99.58242207,0.041367899,376.1736307,0.254409461,1.02931E-06,0.048832655,0.000327777,10512.12733,0.784073293,376.1554935,52.6259201,0.004462133,0,0.995537867,424.525482,15.53163033,6071.971324,0,257.5325486,0.00472365,0,0.99527635,0
3055972397,0,2,3,0.300149114,0.156246957,10521.79144,0.784226266,99.58242207,0.041367899,376.1736307,0.254409461,2.41025E-07,0.156030541,0.000429697,10521.98469,0.784100525,376.158667,52.62445249,0.004462133,0,0.995537867,424.525482,15.53163033,6071.971324,0,257.5325486,0.00472365,0,0.99527635,0
3413883305,0,2,4,0.50818797,0.244749424,10530.89219,0.784249214,99.58242207,0.041367899,376.1736307,0.254409461,7.67492E-06,0.244068535,0.000485793,10531.04223,0.784106425,376.158789,52.62449566,0.004462133,0,0.995537867,424.525482,15.53163033,6071.971324,0,257.5325486,0.00472365,0,0.99527635,0
4274418352,0,2,6,0.813050458,0.345672344,10544.86735,0.784220092,99.58242207,0.041367899,376.1736307,0.254409461,3.42196E-06,0.344674838,0.001088833,10545.39089,0.784162653,376.1545165,52.62976522,0.004462133,0,0.995537867,424.525482,15.53163033,6071.971324,0,257.5325486,0.00472365,0,0.99527635,0
5028628278,0,3,6,0.712556524,0.173465731,10531.44122,0.784475293,99.58242207,0.041367899,376.1736307,0.254409461,2.74846E-06,0.170930681,0.001661205,10531.71946,0.784402217,376.168799,52.62585621,0.004462133,0,0.995537867,424.525482,15.53163033,6071.971324,0,257.5325486,0.00472365,0,0.99527635,0
5247204055,0,2,8,1.206181928,0.436969041,10551.82266,0.784712244,99.58242207,0.041367899,376.1736307,0.254409461,1.28937E-05,0.436920941,0.002514204,10551.79942,0.784613799,376.168799,52.628491,0.004462133,0,0.995537867,424.525482,15.53163033,6071.971324,0,257.5325486,0.00472365,0,0.99527635,0
5877892348,0,3,8,1.055426354,0.307975147,10542.13019,0.784562942,99.58242207,0.041367899,376.1736307,0.254409461,7.4878E-06,0.231564691,0.002160623,10542.80955,0.784373406,376.1438965,52.62732382,0.004462133,0,0.995537867,424.525482,15.53163033,6071.971324,0,257.5325486,0.00472365,0,0.99527635,0
1502416159,0,1,1,0.03409652,0.065993653,1815.224383,0.790165737,1.35855,0.001178066,451.1593487,0.363763634,0.063311731,0.018584064,0.000950048,1816.055584,0.793314029,451.071509,16.44493,1,0,0,1013,106.2172349,0,0,658.1147429,1,0,0,0
1806289215,0,1,2,0.034004226,0.109793229,1815.613112,0.790276333,1.35855,0.001178066,451.1593487,0.363763634,0.090450799,0.062194035,0.001450776,1816.661558,0.790352328,451.0812745,16.45493,1,0,0,1013,106.2172349,0,0,658.1147429,1,0,0,0
2790087048,0,2,2,0.111654284,0.2143074,1815.341604,0.790163377,1.35855,0.001178066,451.1593487,0.363763634,0.208785521,0.047477698,0.000338808,1816.291374,0.790177688,451.0934815,16.46093,1,0,0,1013,106.2172349,0,0,658.1147429,1,0,0,0
3075743299,0,2,3,0.136065426,0.192584809,1815.431741,0.790196074,1.35855,0.001178066,451.1593487,0.363763634,0.141666191,0.130098215,0.000528306,1816.515103,0.790183338,451.0936035,16.45893,1,0,0,1013,106.2172349,0,0,658.1147429,1,0,0,0
3435978057,0,2,4,0.172467928,0.357909691,1816.268017,0.790291213,1.35855,0.001178066,451.1593487,0.363763634,0.317999189,0.163256606,0.000750132,1817.120121,0.790321793,451.100073,16.45824,1,0,0,1013,106.2172349,0,0,658.1147429,1,0,0,0
4070311270,0,3,3,0.230086427,0.451382028,1815.309394,0.790299102,1.35855,0.001178066,451.1593487,0.363763634,0.441056234,0.027194321,0.002268352,1816.154465,0.790280212,451.099951,16.45893,1,0,0,1013,106.2172349,0,0,658.1147429,1,0,0,0
4302099683,0,2,6,0.312590345,0.485942405,1816.140303,0.790378383,1.35855,0.001178066,451.1593487,0.363763634,0.339090812,0.328488495,0.001805235,1817.269791,0.790522593,451.0795655,16.45493,1,0,0,1013,106.2172349,0,0,658.1147429,1,0,0,0
5061175001,0,3,6,0.399556768,0.6669223,1815.680414,0.790860084,1.35855,0.001178066,451.1593487,0.363763634,0.650658664,0.145025325,0.001880254,1817.080764,0.790407781,451.072974,16.45993,1,0,0,1013,106.2172349,0,0,658.1147429,1,0,0,0
5281196167,0,2,8,0.343035102,0.407519536,1815.54729,0.791277388,1.35855,0.001178066,451.1593487,0.363763634,0.240240004,0.323805122,0.002629635,1817.087099,0.791238992,451.075049,16.45893,1,0,0,1013,106.2172349,0,0,658.1147429,1,0,0,0
5915956034,0,3,8,0.558795771,0.706864877,1815.943627,0.79051783,1.35855,0.001178066,451.1593487,0.363763634,0.590040607,0.259365752,0.002749539,1817.2548,0.790596059,451.0728515,16.45793,1,0,0,1013,106.2172349,0,0,658.1147429,1,0,0,0
1501279536,0,1,1,0.038956069,0.019680273,2569.995548,0.790533798,11.83542,0.00739465,451.2207501,0.363853177,5.89912E-06,0.019678904,0.000223037,2570.046399,0.790752993,451.2192135,21.05611,0.114786801,0.119503782,0.765709417,1013,106.3550176,485.1739682,150.3417984,658.1147429,0.116058128,0.119332153,0.764609719,0
1804922804,0,1,2,0.050144563,0.063318238,2572.168135,0.790615957,11.83542,0.00739465,451.2207501,0.363853177,1.2879E-05,0.063207561,0.000585288,2571.925178,0.790909273,451.2237305,21.050155,0.114786801,0.119503782,0.765709417,1013,106.3550176,485.1739682,150.3417984,658.1147429,0.116058128,0.119332153,0.764609719,0
2787976347,0,2,2,0.129105432,0.047430843,2570.226676,0.790537641,11.83542,0.00739465,451.2207501,0.363853177,1.56911E-05,0.047291455,0.000419519,2570.362111,0.790524978,451.2098145,21.0601,0.114786801,0.119503782,0.765709417,1013,106.3550176,485.1739682,150.3417984,658.1147429,0.116058128,0.119332153,0.764609719,0
3073416157,0,2,3,0.170235613,0.124454434,2571.395147,0.790559199,11.83542,0.00739465,451.2207501,0.363853177,6.74019E-06,0.124437476,0.000715697,2571.653478,0.790560651,451.1974855,21.054115,0.114786801,0.119503782,0.765709417,1013,106.3550176,485.1739682,150.3417984,658.1147429,0.116058128,0.119332153,0.764609719,0
3433379884,0,2,4,0.181892369,0.182541909,2572.760678,0.790658824,11.83542,0.00739465,451.2207501,0.363853177,1.5507E-06,0.182302983,0.001119249,2573.145593,0.790690413,451.1972415,21.051785,0.114786801,0.119503782,0.765709417,1013,106.3550176,485.1739682,150.3417984,658.1147429,0.116058128,0.119332153,0.764609719,0
4067232096,0,3,3,0.256243519,0.053711345,2570.175086,0.790678365,11.83542,0.00739465,451.2207501,0.363853177,3.63192E-05,0.027954588,0.001939506,2570.619265,0.790763593,451.2017575,21.057035,0.114786801,0.119503782,0.765709417,1013,106.3550176,485.1739682,150.3417984,658.1147429,0.116058128,0.119332153,0.764609719,0
4298847284,0,2,6,0.298814463,0.332970868,2573.885543,0.790674569,11.83542,0.00739465,451.2207501,0.363853177,0.000109282,0.299569225,0.001880848,2574.367162,0.79082457,451.2017575,21.050095,0.114786801,0.119503782,0.765709417,1013,106.3550176,485.1739682,150.3417984,658.1147429,0.116058128,0.119332153,0.764609719,0
5057346448,0,3,6,0.438792459,0.159701707,2572.496443,0.790749735,11.83542,0.00739465,451.2207501,0.363853177,2.93574E-05,0.152387711,0.002096594,2572.839303,0.790852896,451.2012695,21.052155,0.114786801,0.119503782,0.765709417,1013,106.3550176,485.1739682,150.3417984,658.1147429,0.116058128,0.119332153,0.764609719,0
5277200635,0,2,8,0.452243702,0.368299129,2574.583371,0.791873083,11.83542,0.00739465,451.2207501,0.363853177,1.85694E-05,0.36435439,0.00393022,2575.09087,0.791621503,451.1954105,21.04912,0.114786801,0.119503782,0.765709417,1013,106.3550176,485.1739682,150.3417984,658.1147429,0.116058128,0.119332153,0.764609719,0
5911480655,0,3,8,0.6969691,0.234495302,2573.834662,0.791180455,11.83542,0.00739465,451.2207501,0.363853177,4.49472E-05,0.2323409,0.003427591,2574.253952,0.790954352,451.200415,21.05323,0.114786801,0.119503782,0.765709417,1013,106.3550176,485.1739682,150.3417984,658.1147429,0.116058128,0.119332153,0.764609719,0
1500307699,0,1,1,0.043597326,0.019975257,3219.002171,0.791598302,20.77541,0.00739465,451.0957905,0.363670944,3.31483E-06,0.019907358,0.000753985,3216.971673,0.794706912,451.2164065,20.98665,0.065392211,0.126172051,0.808435737,1013,106.0747776,893.0258121,276.7236401,658.1147429,0.066582668,0.12601134,0.807405992,0
1803754206,0,1,2,0.059330378,0.06488707,3222.915234,0.791721644,20.77541,0.00739465,451.0957905,0.363670944,2.74275E-06,0.064832486,0.000600465,3220.719947,0.791514234,451.225195,20.98665,0.065392211,0.126172051,0.808435737,1013,106.0747776,893.0258121,276.7236401,658.1147429,0.066582668,0.12601134,0.807405992,0
2786171438,0,2,2,0.132200124,0.0475793,3219.442843,0.791283127,20.77541,0.00739465,451.0957905,0.363670944,1.13556E-05,0.047274508,0.000522411,3217.367564,0.791297843,451.224585,20.98665,0.065392211,0.126172051,0.808435737,1013,106.0747776,893.0258121,276.7236401,658.1147429,0.066582668,0.12601134,0.807405992,0
3071426573,0,2,3,0.188767196,0.124431009,3221.522859,0.791298622,20.77541,0.00739465,451.0957905,0.363670944,1.50251E-06,0.124055621,0.000914122,3219.30457,0.791302891,451.2271485,20.98665,0.065392211,0.126172051,0.808435737,1013,106.0747776,893.0258121,276.7236401,658.1147429,0.066582668,0.12601134,0.807405992,0
3431156589,0,2,4,0.238940115,0.19190944,3223.763645,0.791683044,20.77541,0.00739465,451.0957905,0.363670944,3.76097E-06,0.19159975,0.001999185,3221.746973,0.791508597,451.2189695,20.98353,0.065392211,0.126172051,0.808435737,1013,106.0747776,893.0258121,276.7236401,658.1147429,0.066582668,0.12601134,0.807405992,0
4064598847,0,3,3,0.301156758,0.118891308,3219.316291,0.791594868,20.77541,0.00739465,451.0957905,0.363670944,4.33852E-06,0.026993497,0.005551186,3217.47722,0.791501281,451.2239745,20.98665,0.065392211,0.126172051,0.808435737,1013,106.0747776,893.0258121,276.7236401,658.1147429,0.066582668,0.12601134,0.807405992,0
4296064142,0,2,6,0.325565782,0.33989141,3225.740442,0.791735696,20.77541,0.00739465,451.0957905,0.363670944,2.31488E-05,0.321644659,0.002544862,3224.008997,0.792657397,451.2079835,20.98665,0.065392211,0.126172051,0.808435737,1013,106.0747776,893.0258121,276.7236401,658.1147429,0.066582668,0.12601134,0.807405992,0
5054071996,0,3,6,0.53109306,0.152817665,3223.450229,0.791998459,20.77541,0.00739465,451.0957905,0.363670944,2.96282E-05,0.145885457,0.003114562,3221.998677,0.791741971,451.2021245,20.98665,0.065392211,0.126172051,0.808435737,1013,106.0747776,893.0258121,276.7236401,658.1147429,0.066582668,0.12601134,0.807405992,0
5273781653,0,2,8,0.579188492,0.3723851,3227.815572,0.79247578,20.77541,0.00739465,451.0957905,0.363670944,3.9174E-05,0.371295462,0.004136803,3226.660584,0.792563163,451.1854005,20.98665,0.065392211,0.126172051,0.808435737,1013,106.0747776,893.0258121,276.7236401,658.1147429,0.066582668,0.12601134,0.807405992,0
5907653406,0,3,8,0.757854432,0.23490795,3225.586655,0.79203157,20.77541,0.00739465,451.0957905,0.363670944,3.01014E-05,0.216245064,0.004223277,3224.874871,0.792009052,451.151343,20.98665,0.065392211,0.126172051,0.808435737,1013,106.0747776,893.0258121,276.7236401,658.1147429,0.066582668,0.12601134,0.807405992,0
1496741076,0,1,1,0.048430868,0.015255508,5599.45184,0.792493787,52.03019269,0.041367899,451.2014118,0.363824975,6.00583E-07,0.015226601,0.000347314,5602.434754,0.792560158,450.998999,40.288467,0.026110801,0.050379904,0.923509295,1013,106.3116061,2525.99781,276.7236401,658.1147429,0.026886781,0.050884704,0.922228515,0
1799465925,0,1,2,0.071505814,0.05833466,5609.013456,0.792567959,52.03019269,0.041367899,451.2014118,0.363824975,4.25108E-06,0.058333068,0.000406637,5611.714739,0.792559955,451.025488,40.28942037,0.026110801,0.050379904,0.923509295,1013,106.3116061,2525.99781,276.7236401,658.1147429,0.026886781,0.050884704,0.922228515,0
2213807483,0,1,3,0.101008171,0.074600474,5616.764076,0.793066297,52.03019269,0.041367899,451.2014118,0.363824975,1.31923E-05,0.074570949,0.001127679,5619.484929,0.792893249,451.025,40.28611547,0.026110801,0.050379904,0.923509295,1013,106.3116061,2525.99781,276.7236401,658.1147429,0.026886781,0.050884704,0.922228515,0
2779548059,0,2,2,0.173856953,0.043737759,5600.365284,0.792479171,52.03019269,0.041367899,451.2014118,0.363824975,4.16216E-06,0.042968647,0.000348891,5602.635039,0.792559493,451.0400145,40.28775817,0.026110801,0.050379904,0.923509295,1013,106.3116061,2525.99781,276.7236401,658.1147429,0.026886781,0.050884704,0.922228515,0
3064124984,0,2,3,0.230890323,0.116349614,5605.483563,0.792486926,52.03019269,0.041367899,451.2014118,0.363824975,5.41586E-06,0.116291263,0.000656156,5607.923755,0.792490298,451.0416015,40.28899862,0.026110801,0.050379904,0.923509295,1013,106.3116061,2525.99781,276.7236401,658.1147429,0.026886781,0.050884704,0.922228515,0
3422998407,0,2,4,0.273815429,0.204977382,5611.134745,0.792738432,52.03019269,0.041367899,451.2014118,0.363824975,6.25199E-06,0.204875037,0.000883578,5613.884824,0.79267539,451.0292725,40.28509653,0.026110801,0.050379904,0.923509295,1013,106.3116061,2525.99781,276.7236401,658.1147429,0.026886781,0.050884704,0.922228515,0
4054936398,0,3,3,0.369128062,0.046973921,5600.56471,0.793047192,52.03019269,0.041367899,451.2014118,0.363824975,1.20224E-05,0.026993392,0.003797278,5603.103443,0.792674224,451.031958,40.28392165,0.026110801,0.050379904,0.923509295,1013,106.3116061,2525.99781,276.7236401,658.1147429,0.026886781,0.050884704,0.922228515,0
